,model,kw,mark,new,2017,2016,2015,2014,2013,2012,2011
6028,Octavia Combi 1.6 TDI Active (III),85.0,Skoda,23560,13650,12200,,,,,
6029,Octavia Scout 2.0 TDI Green tec 4x4 (III),110.0,Skoda,30550,,18300,16850,14850,,,
6030,Octavia Scout 2.0 TDI 4x4 (III),110.0,Skoda,31710,21100,18850,,,,,
6031,Octavia Combi 2.0 TDI Green tec Solution (III),110.0,Skoda,26180,16500,14750,13750,,,,
6032,Octavia Combi 2.0 TDI Green tec Solution 4x4 (III),110.0,Skoda,27980,17600,15700,14600,,,,
6033,Octavia Combi 2.0 TDI Ambition (III),110.0,Skoda,27550,16700,14950,,,,,
6034,Octavia Combi 2.0 TDI Ambition 4x4 (III),110.0,Skoda,29350,17600,15700,,,,,
6035,Octavia Scout 2.0 TDI Green tec 4x4 DSG (III),135.0,Skoda,32950,,20750,19300,17750,,,
6036,Octavia Scout 2.0 TDI 4x4 DSG (III),135.0,Skoda,34110,23900,21350,,,,,
6037,Octavia Combi 2.0 TDI Green tec L&K 4x4 DSG (III),135.0,Skoda,36350,24450,21850,20250,,,,
6038,Octavia Combi 2.0 TDI L&K 4x4 DSG (III),135.0,Skoda,37460,25100,22400,,,,,
6039,Octavia Combi 1.4 TSI G-TEC Active,81.0,Skoda,22650,15400,13750,12500,11650,,,
6040,Octavia RS (III) RS,162.0,Skoda,30690,22250,19900,18450,17550,16000,,
6041,Octavia RS 230 (III) RS,169.0,Skoda,33490,23900,21300,20150,,,,
6042,Octavia RS (III) RS,169.0,Skoda,31990,23950,21350,,,,,
6043,Octavia RS 245 (III) RS,180.0,Skoda,34410,25200,,,,,,
6044,Octavia RS TDI (III) RS,135.0,Skoda,30630,,,17050,15650,14400,,
6045,Octavia RS TDI 4x4 DSG (III) RS,135.0,Skoda,35090,24050,21500,19800,,,,
6046,Octavia RS TDI (III) RS,135.0,Skoda,32290,22050,19650,,,,,
6047,Octavia RS TDI 4x4 DSG (III) RS,135.0,Skoda,35890,24300,21700,,,,,
6048,Octavia Combi RS (III) RS,162.0,Skoda,31350,23700,21200,20050,19100,17550,,
6049,Octavia Combi RS 230 (III) RS,169.0,Skoda,34150,25400,22700,21900,,,,
6050,Octavia Combi RS 245 (III) RS,180.0,Skoda,35110,26400,,,,,,
6051,Octavia Combi RS TDI (III) RS,135.0,Skoda,31290,,,18150,16450,15050,,
6052,Octavia Combi RS TDI 4x4 DSG (III) RS,135.0,Skoda,35750,25150,22450,20600,,,,
6053,Octavia Combi RS TDI (III) RS,135.0,Skoda,32990,23150,20700,,,,,
6054,Octavia Combi RS TDI 4x4 DSG (III) RS,135.0,Skoda,36590,25450,22700,,,,,
6055,Rapid Spaceback 1.2 TSI Active (NH),63.0,Skoda,15170,,,8175,7400,6925,,
6056,Rapid Spaceback 1.2 TSI Green tec Active (NH),63.0,Skoda,15570,,,8375,7600,7100,,
6057,Rapid Spaceback 1.2 TSI Green tec Active (NH),66.0,Skoda,15590,10300,9175,8550,,,,
6058,Rapid Spaceback 1.0 TSI Active (NH),70.0,Skoda,16450,10750,,,,,,
6059,Rapid Spaceback 1.2 TSI Active (NH),77.0,Skoda,16270,,,8825,8025,7275,,
6060,Rapid Spaceback 1.2 TSI Green tec Active (NH),77.0,Skoda,16670,,,9050,8225,7450,,
6061,Rapid Spaceback 1.2 TSI Green tec Active (NH),81.0,Skoda,16730,11350,10150,9250,,,,
6062,Rapid Spaceback 1.0 TSI Active (NH),81.0,Skoda,17590,11900,,,,,,
6063,Rapid Spaceback 1.4 TSI Ambition DSG (NH),90.0,Skoda,20930,,,11350,10400,9450,,
6064,"Rapid Spaceback 1.4 TSI Green tec Ambition DSG
(NH)",90.0,Skoda,21330,,,11600,10600,9625,,
6065,"Rapid Spaceback 1.4 TSI Green tec Ambition DSG
(NH)",92.0,Skoda,21290,14450,12900,11750,,,,
6066,Rapid Spaceback 1.4 TSI Ambition DSG (NH),92.0,Skoda,21690,14850,,,,,,
6067,Rapid Spaceback 1.4 TDI Green tec Active (NH),66.0,Skoda,17990,9975,8925,8300,,,,
6068,Rapid Spaceback 1.6 TDI Active (NH),66.0,Skoda,17570,,,8375,7625,6900,,
6069,Rapid Spaceback 1.6 TDI Green tec Active (NH),66.0,Skoda,17970,,,8575,7775,7075,,
6070,Rapid Spaceback 1.6 TDI GreenLine,66.0,Skoda,20630,,,9825,8950,8125,,
6071,Rapid Spaceback 1.4 TDI Active (NH),66.0,Skoda,18290,10350,,,,,,
6072,Rapid Spaceback 1.6 TDI Active (NH),77.0,Skoda,18570,,,8750,8125,7275,,
6073,Rapid Spaceback 1.6 TDI Green tec Active (NH),77.0,Skoda,18970,,,8950,8300,7425,,
6074,Rapid Spaceback 1.6 TDI Green tec Active (NH),85.0,Skoda,19390,11650,10750,9925,,,,
6075,Rapid Spaceback 1.6 TDI Active (NH),85.0,Skoda,19690,12550,,,,,,
6076,Rapid 1.2 Active (NH),55.0,Skoda,14170,,,7250,6625,6175,5500,
6077,Rapid 1.2 TSI Active (NH),63.0,Skoda,15270,,,7875,7225,6725,6175,
6078,Rapid 1.2 TSI Green tec Active (NH),63.0,Skoda,19670,,,10150,9300,8675,7975,
6079,Rapid 1.2 TSI Green tec Active (NH),66.0,Skoda,15690,9900,8850,8250,,,,
6080,Rapid 1.0 TSI Active (NH),70.0,Skoda,16550,10450,,,,,,
6081,Rapid 1.2 TSI Active (NH),77.0,Skoda,16370,,,8675,7925,7300,6700,
6082,Rapid 1.2 TSI Green tec Active (NH),77.0,Skoda,16770,,,8875,8125,7475,6850,
6083,Rapid 1.2 TSI Green tec Active (NH),81.0,Skoda,16830,11150,9975,9075,,,,
6084,Rapid 1.0 TSI Active (NH),81.0,Skoda,17690,11500,,,,,,
6085,Rapid 1.4 TSI Ambition DSG (NH),90.0,Skoda,21030,,,11000,10050,9325,8550,
6086,Rapid 1.4 TSI Green tec Ambition DSG (NH),90.0,Skoda,21430,,,11200,10250,9500,8725,
6087,Rapid 1.4 TSI Green tec Ambition DSG (NH),92.0,Skoda,21390,14000,12500,11400,,,,
6088,Rapid 1.4 TSI Ambition DSG (NH),92.0,Skoda,21790,14200,,,,,,
6089,Rapid 1.4 TDI Green tec Active (NH),66.0,Skoda,18090,9525,8500,7925,,,,
6090,Rapid 1.6 TDI Active (NH),66.0,Skoda,17670,,,8100,7525,6850,,
6091,Rapid 1.6 TDI Green tec Active (NH),66.0,Skoda,18070,,,8275,7700,7025,,
6092,Rapid 1.6 TDI GreenLine (NH),66.0,Skoda,20730,,,9500,8825,8050,,
6093,Rapid 1.4 TDI Active (NH),66.0,Skoda,18390,9800,,,,,,
6094,Rapid 1.6 TDI Active (NH),77.0,Skoda,18670,,,8450,7825,7050,6200,
6095,Rapid 1.6 TDI Green tec Active (NH),77.0,Skoda,19070,,,8625,8000,7200,6350,
6096,Rapid 1.6 TDI Green tec Active (NH),85.0,Skoda,19490,11250,10350,9575,,,,
6097,Rapid 1.6 TDI Active (NH),85.0,Skoda,19790,11750,,,,,,
6098,Roomster Scout 1.2 TSI (5J),63.0,Skoda,18190,,,10550,9425,8425,7375,6625
6099,Roomster 1.2 TSI Green tec Active (5J),63.0,Skoda,15390,,,8875,7925,7075,6225,5575
6100,Roomster Scout 1.2 TSI (5J),77.0,Skoda,19190,,,11250,10050,8825,7750,6950
6101,Roomster 1.2 TSI Green tec Ambition (5J),77.0,Skoda,18190,,,10450,9350,8350,7325,6575
6102,Roomster 1.2 TDI GreenLine,55.0,Skoda,18430,,,8825,7875,7050,6100,5475
6103,Roomster Scout 1.6 TDI (5J),66.0,Skoda,19990,,,9750,8725,7775,6750,6000
6104,Roomster Scout 1.6 TDI (5J),77.0,Skoda,20590,,,10000,8950,8000,6925,6175
6105,Roomster 1.6 TDI Style (5J),77.0,Skoda,20889,,,10450,9325,8325,7200,6425
6106,Superb 1.4 TSI Green tec Active (II),92.0,Skoda,24030,,,,,9725,8625,7700
6107,Superb 1.4 TSI Green tec Active (II),92.0,Skoda,24290,,,12750,11400,9975,,
6108,Superb 1.8 TSI Active (II),118.0,Skoda,26390,,,14050,12550,11200,,
6109,Superb 1.8 TSI Active 4x4 (II),118.0,Skoda,28190,,,14800,13200,11800,,
6110,Superb 2.0 TSI Active DSG (II),147.0,Skoda,30390,,,16250,14550,12950,,
6111,Superb 3.6 V6 Ambition 4x4 DSG (II),191.0,Skoda,35390,,,18300,16350,14600,,
6112,Superb 1.6 TDI GreenLine (II),77.0,Skoda,27130,,,,,9775,8450,7550
6113,Superb 1.6 TDI Green tec Active (II),77.0,Skoda,25490,,,11800,10550,9300,,
6114,Superb 1.6 TDI GreenLine (II),77.0,Skoda,27790,,,13100,11700,10350,,
6115,Superb 2.0 TDI Green tec Active (II),103.0,Skoda,27030,,,,,9925,8575,8150
6116,Superb 2.0 TDI Green tec Active (II),103.0,Skoda,27290,,,12850,11500,10150,,
6117,Superb 2.0 TDI Green tec Active 4x4 (II),103.0,Skoda,29090,,,13700,12250,10800,,
6118,Superb 2.0 TDI Green tec Active (II),125.0,Skoda,28590,,,12700,11300,9975,,
6119,Superb 2.0 TDI Green tec Active 4x4 DSG (II),125.0,Skoda,32590,,,14450,12900,11400,,
6120,Superb Combi 1.4 TSI Green tec Active (II),92.0,Skoda,25030,,,,,10150,9400,8675
6121,Superb Combi 1.4 TSI Green tec Active (II),92.0,Skoda,25290,,,13800,12300,11000,,
6122,Superb Combi 1.8 TSI Active (II),118.0,Skoda,27390,,,15100,13450,12050,,
6123,Superb Combi 1.8 TSI Active 4x4 (II),118.0,Skoda,29190,,,15850,14150,12500,,
6124,Superb Combi 2.0 TSI Active DSG (II),147.0,Skoda,31390,,,18550,16550,14200,,
6125,Superb Combi 3.6 FSI V6 Ambition DSG 4x4 (II),191.0,Skoda,36030,,,,,16500,14350,12850
6126,Superb Combi 3.6 V6 Ambition 4x4 DSG (II),191.0,Skoda,36590,,,20350,18150,16200,,
6127,Superb Combi 1.6 TDI GreenLine (II),77.0,Skoda,28330,,,,,11050,9575,8575
6128,Superb Combi 1.6 TDI Green tec Active (II),77.0,Skoda,26490,,,12550,11700,10300,,
6129,Superb Combi 1.6 TDI GreenLine (II),77.0,Skoda,28990,,,14000,13000,11500,,
6130,Superb Combi 2.0 TDI Green tec Active (II),103.0,Skoda,28030,,,,,10700,9250,8800
6131,Superb Combi 2.0 TDI Green tec Active (II),103.0,Skoda,28290,,,13600,12150,10750,,
6132,Superb Combi 2.0 TDI Green tec Active 4x4 (II),103.0,Skoda,30090,,,14500,12950,11400,,
6133,Superb Combi 2.0 TDI Green tec Active (II),125.0,Skoda,29590,,,13350,11950,10650,,
6134,Superb Combi 2.0 TDI Green tec Active 4x4 DSG (II),125.0,Skoda,33590,,,15200,13550,12100,,
6135,Superb 1.4 TSI Active (III),92.0,Skoda,26350,17600,15750,14050,,,,
6136,Superb 1.4 TSI ACT Active (III),110.0,Skoda,27550,18200,16250,14800,,,,
6137,Superb 1.4 TSI ACT Active 4x4 (III),110.0,Skoda,29550,19600,17500,15950,,,,
6138,Superb 1.8 TSI Ambition (III),132.0,Skoda,31850,23050,19950,17850,,,,
6139,Superb 2.0 TSI Ambition DSG (III),162.0,Skoda,36150,26300,22800,20350,,,,
6140,Superb 2.0 TSI Ambition 4x4 DSG (III),206.0,Skoda,38290,,26150,23350,,,,
6141,Superb 1.6 TDI Active (III),88.0,Skoda,28450,17900,15800,14250,,,,
6142,Superb 1.6 TDI SCR GreenLine,88.0,Skoda,31950,20000,17700,,,,,
6143,Superb 2.0 TDI Active (III),110.0,Skoda,30150,19250,17200,15350,,,,
6144,Superb 2.0 TDI SCR Active 4x4 (III),110.0,Skoda,32150,21900,18950,16600,,,,
6145,Superb 2.0 TDI SCR Ambition (III),140.0,Skoda,34550,21350,19250,17700,,,,
6146,Superb 2.0 TDI SCR Ambition 4x4 DSG (III),140.0,Skoda,38650,24950,22300,19900,,,,
6147,Superb Combi 1.4 TSI Active (III),92.0,Skoda,27350,19500,16750,14950,,,,
6148,Superb Combi 1.4 TSI ACT Active (III),110.0,Skoda,28550,19400,17350,15800,,,,
6149,Superb Combi 1.4 TSI ACT Active 4x4 (III),110.0,Skoda,30550,20850,18600,16950,,,,
6150,Superb Combi 1.8 TSI Ambition (III),132.0,Skoda,32850,23850,21300,19050,,,,
6151,Superb Combi 2.0 TSI Ambition DSG (III),162.0,Skoda,37150,27700,24000,21400,,,,
6152,Superb Combi 2.0 TSI Ambition 4x4 DSG (III),206.0,Skoda,39290,,27000,23850,,,,
6153,Superb Combi 1.6 TDI Active (III),88.0,Skoda,29450,18150,16400,14800,,,,
6154,Superb Combi 1.6 TDI SCR GreenLine,88.0,Skoda,32950,20250,18250,,,,,
6155,Superb Combi 2.0 TDI Active (III),110.0,Skoda,31150,18900,16550,17350,,,,
6156,Superb Combi 2.0 TDI SCR Active 4x4 (III),110.0,Skoda,33150,22350,19350,18000,,,,
6157,Superb Combi 2.0 TDI SCR Ambition (III),140.0,Skoda,35550,22150,19950,19150,,,,
6158,Superb Combi 2.0 TDI SCR Ambition 4x4 DSG (III),140.0,Skoda,39650,26050,23050,21000,,,,
6159,Yeti Outdoor 1.2 TSI Active (5L),77.0,Skoda,19430,,,10700,9375,8375,,
6160,Yeti 1.2 TSI Active (5L),77.0,Skoda,19230,,,10600,9300,8300,,
6161,Yeti Outdoor 1.2 TSI Green tec Active (5L),81.0,Skoda,20190,14250,12700,11250,,,,
6162,Yeti 1.2 TSI Green tec Active (5L),81.0,Skoda,19990,14100,12600,11100,,,,
6163,Yeti 1.4 TSI Active (5L),90.0,Skoda,20450,,,,9400,8375,7550,6625
6164,Yeti 1.4 TSI Green tec Active (5L),90.0,Skoda,20850,,,,9625,8600,7700,6750
6165,Yeti Outdoor 1.4 TSI Active DSG,90.0,Skoda,22330,,,12350,10850,9675,,
6166,Yeti Outdoor 1.4 TSI Green tec Active (5L),90.0,Skoda,21630,,,12000,10500,9375,,
6167,Yeti 1.4 TSI Active DSG (5L),90.0,Skoda,22130,,,12300,10750,9625,,
6168,Yeti 1.4 TSI Green tec Active (5L),90.0,Skoda,21430,,,11900,10450,9325,,
6169,Yeti Outdoor 1.4 TSI Green tec Active (5L),92.0,Skoda,21190,15400,13750,12250,,,,
6170,Yeti 1.4 TSI Green tec Active (5L),92.0,Skoda,20990,15250,13600,12150,,,,
6171,Yeti Outdoor 1.4 TSI Green tec Active 4x4 (5L),110.0,Skoda,24190,17200,15400,13750,,,,
6172,Yeti 1.4 TSI Green tec Active 4x4 (5L),110.0,Skoda,23990,17100,15250,13600,,,,
6173,Yeti 1.8 TSI Active 4x4 DSG (5L),112.0,Skoda,25250,,,,,10350,9425,8225
6174,Yeti Outdoor 1.8 TSI Active 4x4 DSG (5L),112.0,Skoda,25230,,,14000,12250,10950,,
6175,Yeti 1.8 TSI Active 4x4 DSG (5L),112.0,Skoda,25030,,,13900,12200,10900,,
6176,Yeti 1.8 TSI Active 4x4 (5L),118.0,Skoda,23950,,,,11100,9900,9000,8000
6177,Yeti Outdoor 1.8 TSI Active 4x4 (5L),118.0,Skoda,24030,,,13400,11750,10500,,
6178,Yeti 1.6 TDI GreenLine (5L),77.0,Skoda,25250,,,,,9475,8450,7500
6179,Yeti Outdoor 1.6 TDI Green tec Active DSG,77.0,Skoda,25530,,,13550,11500,10250,,
6180,Yeti 1.6 TDI Green tec Active DSG,77.0,Skoda,25330,,,13450,11400,10150,,
6181,Yeti 1.6 TDI GreenLine (5L),77.0,Skoda,25230,,,13400,11350,10150,,
6182,Yeti Outdoor 2.0 TDI Active (5L),81.0,Skoda,22330,,,11850,9975,8900,,
6183,Yeti Outdoor 2.0 TDI Active 4x4 (5L),81.0,Skoda,24130,,,12650,10800,9625,,
6184,Yeti Outdoor 2.0 TDI Green tec Active (5L),81.0,Skoda,24690,16600,14800,13250,,,,
6185,Yeti Outdoor 2.0 TDI Green tec Active 4x4 (5L),81.0,Skoda,24890,16750,14950,13350,,,,
6186,Yeti 2.0 TDI Active (5L),81.0,Skoda,22130,,,11850,9900,8850,,
6187,Yeti 2.0 TDI Active 4x4 (5L),81.0,Skoda,23930,,,12700,10700,9575,,
6188,Yeti 2.0 TDI Green tec Active (5L),81.0,Skoda,22890,15400,13750,12250,,,,
6189,Yeti 2.0 TDI Ambition 4x4 (5L),103.0,Skoda,28250,,,,12350,11050,9650,8675
6190,Yeti 2.0 TDI Green tec Ambition (5L),103.0,Skoda,26850,,,,11850,10550,9225,8275
6191,Yeti Outdoor 2.0 TDI Ambition 4x4 (5L),103.0,Skoda,28430,,,14650,13250,11850,,
6192,Yeti Outdoor 2.0 TDI Green tec Ambition (5L),103.0,Skoda,27030,,,13850,12600,11250,,
6193,Yeti 2.0 TDI Ambition 4x4 (5L),103.0,Skoda,28230,,,14600,13150,11750,,
6194,Yeti Outdoor 2.0 TDI Green tec Ambition (5L),110.0,Skoda,28090,18500,16500,14750,,,,
6195,Yeti Outdoor 2.0 TDI Green tec Ambition 4x4 (5L),110.0,Skoda,29490,19400,17350,15500,,,,
6196,Yeti 2.0 TDI Green tec Ambition (5L),110.0,Skoda,27890,18350,16400,14650,,,,
6197,Yeti 2.0 TDI Green tec Ambition 4x4 (5L),110.0,Skoda,29290,19300,17200,15400,,,,
6198,Yeti 2.0 TDI Ambition 4x4 (5L),125.0,Skoda,29550,,,,12950,11550,10850,9400
6199,Yeti Outdoor 2.0 TDI Ambition 4x4 (5L),125.0,Skoda,29730,,,15900,13950,12450,,
6200,Yeti 2.0 TDI Ambition 4x4 (5L),125.0,Skoda,29530,,15800,,13850,12350,,
6201,forfour 1.0 (453),45.0,smart,11205,6950,6225,5550,5100,,,
6202,forfour 1.0 (453),52.0,smart,11825,7325,6525,5825,5375,,,
6203,forfour 0.9 turbo,66.0,smart,12720,7875,7050,6275,5800,,,
6204,forfour BRABUS twinamic (453) BRABUS,80.0,smart,21225,14400,12900,,,,,
6205,forfour electric drive (453) electric drive,60.0,smart,22600,16000,,,,,,
6206,fortwo coupé 1.0 mhd pure softip (451),45.0,smart,10190,,,,,3800,,3475
6207,fortwo coupé 1.0 mhd pure softip (451),52.0,smart,10750,,,,,4025,,3600
6208,fortwo coupé 1.0 turbo pulse softip (451),62.0,smart,12931,,,,,4700,,4200
6209,fortwo coupé 0.8 cdi pure softip (451),40.0,smart,13620,,,,,5050,,4525
6210,fortwo coupé 0.8 cdi pure softip (451),40.0,smart,12009,,,,,4500,,4000
6211,fortwo cabrio 1.0 mhd pure softip (451),52.0,smart,13840,,,,,5000,,4450
6212,fortwo cabrio 1.0 turbo pulse softip (451),62.0,smart,16020,,,,,5700,,5100
6213,fortwo cabrio 0.8 cdi pure softip (451),40.0,smart,15100,,,,,5400,,4825
6214,fortwo coupé BRABUS softouch (451) BRABUS,75.0,smart,16960,,,,,6225,,5550
6215,fortwo cabrio BRABUS softip (451) BRABUS,75.0,smart,20050,,,,,7275,,6500
6216,fortwo coupé 1.0,45.0,smart,10545,6725,6000,5350,4875,,,
6217,fortwo coupé 1.0,52.0,smart,11165,7075,6300,5625,5125,,,
6218,fortwo coupé 0.9 turbo,66.0,smart,12060,7625,6800,6075,5550,,,
6219,fortwo cabrio 1.0,52.0,smart,14425,9975,8900,8200,,,,
6220,fortwo cabrio 0.9 turbo,66.0,smart,15320,10550,9425,8675,,,,
6221,fortwo coupé BRABUS twinamic (453) BRABUS,80.0,smart,20145,13850,12350,,,,,
6222,fortwo cabrio BRABUS twinamic (453) BRABUS,80.0,smart,23675,16350,14600,,,,,
6223,fortwo coupé electric drive,60.0,smart,21940,15500,,,,,,
6224,fortwo cabrio electric drive,60.0,smart,25200,17750,,,,,,
6225,Actyon Sports 2.2 e-XDi Crystal 2WD (QS),131.0,SsangYong,21490,12150,,,,,,
6226,Actyon Sports 2.2 e-XDi Crystal 4WD (QS),131.0,SsangYong,24490,13850,,,,,,
6227,Korando 2.0 Crystal 2WD (CK),110.0,SsangYong,19990,,,,,8275,7525,
6228,Korando 2.0 Quartz 4WD (CK),110.0,SsangYong,23990,,,,,10000,9375,
6229,Korando 2.0 Crystal 2WD (CK),110.0,SsangYong,22490,,,12700,11150,9950,,
6230,Korando 2.0 e-XGi 200 Crystal 2WD (CK),110.0,SsangYong,19990,,,11300,9900,8850,,
6231,Korando 2.0 e-XGi 200 Quartz 4WD (CK),110.0,SsangYong,24490,,,13850,12150,10850,,
6232,Korando 2.0 e-XGi 200 Crystal 2WD (CK),110.0,SsangYong,19990,14150,12650,11300,,,,
6233,Korando 2.0 e-XGi 200 Quartz 4WD (CK),110.0,SsangYong,26390,18700,16700,14900,,,,
6234,Korando 2.0 Eco e-XDi 200 Crystal 2WD (CK),110.0,SsangYong,19990,,,10500,9200,8200,,
6235,Korando 2.0 Eco e-XDi 200 Quartz 4WD (CK),110.0,SsangYong,26490,,,,,10400,,
6236,Korando 2.0 e-XDi 200 Crystal 2WD (CK),129.0,SsangYong,22990,,,,,8575,7725,6800
6237,Korando 2.0 e-XDi 200 Quartz 4WD (CK),129.0,SsangYong,26990,,,,,10000,8925,7825
6238,Korando 2.0 e-XDi 200 Crystal 2WD (CK),129.0,SsangYong,23490,,,,10400,9275,,
6239,Korando 2.0 e-XDi 200 Quartz 4WD (CK),129.0,SsangYong,28990,,,13900,12200,10900,,
6240,Korando 2.2 e-XDi 220 Crystal 2WD (CK),131.0,SsangYong,20990,12750,11400,10150,,,,
6241,Korando 2.2 e-XDi 220 Quartz 4WD (CK),131.0,SsangYong,28490,17300,15450,13800,,,,
6242,Rexton RX270 XDi Crystal (RJ/RJN),118.0,SsangYong,33990,,,,,12050,10750,9875
6243,Rexton RX270 XVT Quartz Automatik (RJ/RJN),132.0,SsangYong,38990,,,,,13350,12200,11150
6244,Rexton 2.2 Diesel Crystal 2WD (5-Sitzer) (YK),133.0,SsangYong,30990,22300,,,,,,
6245,Rexton 2.2 Diesel Crystal 4WD (5-Sitzer) (YK),133.0,SsangYong,32990,23750,,,,,,
6246,Rexton W D20 DTR Crystal 2WD (RJ/RJN),114.0,SsangYong,25490,,,12550,10950,9600,,
6247,Rexton W D20 DTR Crystal 4WD (RJ/RJN),114.0,SsangYong,27490,,,13550,11800,10350,,
6248,Rexton W 2.2 e-XDi 220 Crystal 2WD (RJ/RJN),131.0,SsangYong,27190,18350,15650,13700,,,,
6249,Rexton W 2.2 e-XDi 220 Crystal 4WD (RJ/RJN),131.0,SsangYong,29190,19700,16750,14700,,,,
6250,Rodius 2.0 e-XDi Crystal 2WD (AJ),114.0,SsangYong,22990,,,10100,9025,8075,,
6251,Rodius 2.0 e-XDi Quartz 4WD Automatik (AJ),114.0,SsangYong,31490,,,13950,12450,11100,,
6252,Rodius SV270 XDi Sapphire 2WD (AJ),121.0,SsangYong,29990,,,,,10550,9150,8175
6253,Rodius SV270 XDi Sapphire 4WD (AJ),121.0,SsangYong,32490,,,,,11300,9775,8725
6254,Rodius 2.2 e-XDi 220 Crystal Plus 2WD (AJ),131.0,SsangYong,24990,15100,13500,12050,,,,
6255,Rodius 2.2 e-XDi 220 Quartz 4WD Automatik (AJ),131.0,SsangYong,33590,20100,17950,16050,,,,
6256,Tivoli 1.6 e-XGi 160 Crystal 2WD (XK),94.0,SsangYong,15990,10850,9700,8175,,,,
6257,Tivoli 1.6 e-XGi 160 Crystal 4WD (XK),94.0,SsangYong,19990,13700,12200,10300,,,,
6258,Tivoli 1.6 e-XDi 160 Crystal 2WD (XK),85.0,SsangYong,18490,12100,10800,9125,,,,
6259,Tivoli 1.6 e-XDi 160 Crystal 4WD (XK),85.0,SsangYong,20490,13450,12000,10150,,,,
6260,XLV 1.6 e-XGi 160 Crystal 2WD (XK),94.0,SsangYong,17490,12400,11100,,,,,
6261,XLV 1.6 e-XGi 160 Crystal 4WD Automatik (XK),94.0,SsangYong,21490,15100,13500,,,,,
6262,XLV 1.6 e-XDi 160 Crystal 2WD (XK),85.0,SsangYong,19990,13450,11250,,,,,
6263,XLV 1.6 e-XDi 160 Crystal 4WD (XK),85.0,SsangYong,21990,14850,12400,,,,,
6264,BRZ 2.0i Active (ZC),147.0,Subaru,29500,,,16850,15200,13700,12200,
6265,BRZ 2.0i Sport (ZC),147.0,Subaru,33480,24500,,,,,,
6266,Forester 2.0X Trend (IV),110.0,Subaru,24700,,,,,10600,9550,8550
6267,Forester 2.0X Trend (IV),110.0,Subaru,25900,,18200,15950,,,,
6268,Forester 2.0XT Comfort Lineartronic (IV),177.0,Subaru,39900,,,22950,20100,17950,,
6269,Forester 2.0XT Comfort Lineartronic (IV),177.0,Subaru,39900,,26150,22950,,,,
6270,Forester 2.0D Active (IV),108.0,Subaru,29900,,,16800,14750,13000,,
6271,Forester 2.0D Active (IV),108.0,Subaru,30500,,18900,17150,,,,
6272,Impreza WRX STi 2.5 (III) WRX,221.0,Subaru,48900,,,,,18800,16750,15100
6273,Impreza 1.6i Active (IV),84.0,Subaru,20990,,12700,11650,10600,9500,,
6274,Impreza 1.6i Trend (IV),84.0,Subaru,18600,,11700,,,,,
6275,Impreza XV 2.0R (IV),110.0,Subaru,24600,,,,,9500,8475,7775
6276,Impreza 2.0i Active (IV),110.0,Subaru,21500,,13550,,,,,
6277,Impreza XV 2.0D (IV),110.0,Subaru,27600,,,,,11050,9675,8600
6278,Impreza WRX STi 2.5 Active (IV) WRX,221.0,Subaru,41550,,26900,24000,21550,,,
6279,Impreza 1.6i Trend Lineartronic (V),84.0,Subaru,21980,,,,,,,
6280,Impreza 2.0i Comfort Lineartronic (V),115.0,Subaru,26980,,,,,,,
6281,Legacy 2.0i Trend (V),110.0,Subaru,28400,,,,,12250,10650,9525
6282,Legacy Kombi 2.0i Trend (V),110.0,Subaru,29700,,,,,12900,11200,10000
6283,Legacy Kombi 2.5i Trend Lineartronic (V),123.0,Subaru,35800,,,,,14250,12350,11050
6284,Legacy Kombi 2.0D Trend (V),110.0,Subaru,33000,,,,,12750,10800,9675
6285,Levorg 1.6 Turbo Trend Lineartronic (V1),125.0,Subaru,29990,20800,18050,16300,,,,
6286,Outback 2.5i Trend Lineartronic (IV),123.0,Subaru,38700,,,,,14850,12900,11550
6287,Outback 2.5i Trend Lineartronic (IV),127.0,Subaru,39000,,,19200,17150,15300,,
6288,Outback 3.6R Exclusive Navigation Automatik (IV),191.0,Subaru,50700,,,,,19100,16600,14850
6289,Outback 2.0D Trend (IV),110.0,Subaru,36500,,,,,13800,11850,10600
6290,Outback 2.0D Trend (IV),110.0,Subaru,35500,,,18150,16200,14300,,
6291,Outback 2.5i Active Lineartronic (V),129.0,Subaru,36900,25850,23100,20600,,,,
6292,Outback 2.0D Trend (V),110.0,Subaru,34600,23150,20650,18450,,,,
6293,Trezia 1.3i Trend (D1),73.0,Subaru,15350,,,,,6575,5725,
6294,Trezia 1.4D Active (D1),66.0,Subaru,18500,,,,,7325,6350,5600
6295,XV 1.6i Active (I),84.0,Subaru,21900,,14050,12650,11100,9925,9025,8150
6296,XV 1.6i Trend (I),84.0,Subaru,19990,14700,12950,,,,,
6297,XV 2.0i Active (I),110.0,Subaru,22900,,15200,13600,12050,10750,9775,8875
6298,XV 2.0i Active (I),110.0,Subaru,22490,16450,14850,,,,,
6299,XV 2.0D Active (I),108.0,Subaru,27200,,16600,14850,12750,11400,10250,9300
6300,XV 2.0D Comfort (I),108.0,Subaru,27090,18800,17100,,,,,
6301,XV 1.6i Trend Lineartronic (II),84.0,Subaru,22980,16300,,,,,,
6302,XV 2.0i Comfort Lineartronic (II),115.0,Subaru,27980,20150,,,,,,
6303,Baleno 1.2 Dualjet (II),66.0,Suzuki,13790,9200,8225,,,,,
6304,Baleno 1.2 Dualjet SHVS Comfort (II),66.0,Suzuki,17590,11750,10500,,,,,
