Alle Marken,,,,,km- Neu-,,,,Durchschnittspreise in Euro für Baujahr,,,,,
Fahrzeug/Modell (Generation**),,Türen,,kW (PS),Kl. preis,,,2017,2016 2015 2014 2013 2012,,,,,2011
** Herstellerinterne Baureihenbezeichnung bzw. amtlicher Klartext,,,,,,,,,,,,,,

Gebrauchtwagenpreise Herbst/Winter 2018/2019,,,,,,,,,,,,,,,
Alle Marken,,,,,,km- Neu-,,,,Durchschnittspreise in Euro für Baujahr,,,,,
Fahrzeug/Modell (Generation**),,Türen,,kW (PS),,Kl. preis,,,2017,2016 2015 2014 2013 2012,,,,,2011
Dacia,,,,,,,,,,,,,,,
Lodgy 1.6 MPI 85 (SD),,,,5,61,(83),III,9990,,,,6275,5600,4925,
Lodgy Stepway 1.2 TCe 115 (SD),,,,5,85,(115),III,14290,,,9675,,,,
Lodgy Stepway TCe 115 Start&Stop,(SD),,,5,85,(115),III,14300,12150,10850,9675,,,,
Lodgy Stepway TCe 115 Start&Stop Celebration (SD),,,,5,85,(115),III,14200,12000,,,,,,
Lodgy 1.2 TCe 115 Lauréate (SD),,,,5,85,(115),III,13690,,,9225,8225,7350,6500,
Lodgy TCe 115 Start&Stop Lauréate (SD),,,,5,85,(115),III,13400,11300,10050,9000,,,,
Lodgy 1.5 dCi 90 Ambiance (SD),,,,5,66,(90),IV,13490,,,,7725,6900,6025,
Lodgy dCi 90 Start&Stop Ambiance (SD),,,,5,66,(90),IV,12950,10450,9325,,,,,
Lodgy Stepway 1.5 dCi 110 FAP (SD),,,,5,79,(107),IV,16090,,,10400,,,,
Lodgy 1.5 dCi 110 Lauréate (SD),,,,5,79,(107),IV,15490,,,9950,8875,7925,6925,
Lodgy Stepway dCi 110 Start&Stop (SD),,,,5,80,(109),IV,16090,,,10400,,,,
Lodgy Stepway dCi 110 Start&Stop Celebration (SD),,,,5,80,(109),IV,15750,12600,,,,,,
Lodgy dCi 110 Start&Stop Lauréate (SD),,,,5,80,(109),IV,14950,11950,10700,9550,,,,
Lodgy 1.6 MPI LPG 85 Picknick (SD),,,,5,59,(80),III,11490,,,8075,7200,,,
Lodgy SCe 100 LPG Start&Stop Picknick,,(SD),,5,72,(98),III,11690,,,7375,,,,
Logan MCV 1.6 MPI 85 (I),,,,5,62,(84),III,7990,,,,,,3375,3025
Logan MCV 1.6 16V 105 Lauréate II (I),,,,5,77,(105),III,11290,,,,,,4850,4375
Logan MCV 1.5 dCi 90 FAP Ambiance (I),,,,5,65,(88),IV,12490,,,,,,4675,4200
Logan MCV 1.6 MPI LPG Ambiance,(I),,,5,60,(82),III,10790,,,,,,4950,4475
Logan Pick-Up 1.6 MPI 85 (I),,,,2,62,(84),V,8211,,,,,,3100,2750
Logan Pick-Up 1.5 dCi Ambiance (I),,,,2,50,(68),V,10472,,,,,,3825,3400
Logan Pick-Up 1.5 dCi 75 FAP Ambiance (I),,,,2,55,(75),V,10948,,,,,,4000,3575
Logan Pick-Up 1.5 dCi Ambiance (I),,,,2,63,(86),V,11067,,,,,,4050,3625
Logan Pick-Up 1.5 dCi 90 FAP Ambiance (I),,,,2,65,(88),V,11543,,,,,,4500,3850
Logan MCV 1.2 16V 75 Essentiel (II),,,,5,54,(73),III,7990,,6650,6025,,,,
Logan MCV 1.2 16V 75 Essentiel (II),,,,5,55,(75),III,7990,,,5950,5300,4750,,
Logan MCV Stepway TCe 90 Start&Stop Celebration (II) 5,,,,,66,(90),III,12200,11250,,,,,,
Logan MCV TCe 90 Lauréate (II),,,,5,66,(90),III,11090,,,8100,7300,6625,,
Logan MCV TCe 90 Start&Stop Celebration (II),,,,5,66,(90),III,11690,,,8575,,,,
Logan MCV TCe 90 Start&Stop Lauréate (II),,,,5,66,(90),III,11300,10400,9025,,,,,
Logan MCV Stepway dCi 90 Start&Stop Celebration (II),,,,5,66,(90),IV,14050,11500,,,,,,
Logan MCV dCi 90 Lauréate (II),,,,5,66,(90),IV,12890,,,7950,7200,6450,,
Logan MCV dCi 90 Start&Stop Celebration (II),,,,5,66,(90),IV,13490,,,8400,,,,
Logan MCV dCi 90 Start&Stop Lauréate (II),,,,5,66,(90),IV,13150,10750,9600,,,,,
Logan MCV 1.2 16V LPG 75 Ambiance (II),,,,5,53,(72),III,9490,,,6875,6300,5600,,
Logan MCV TCe 90 LPG Start&Stop Ambiance,,,(II),5,66,(90),III,10890,,8700,7850,,,,
Logan MCV TCe 90 LPG Start&Stop Ambiance,,,(II),5,66,(90),III,11100,9850,8800,,,,,
Sandero 1.2 16V 75 (I),,,,5,55,(75),III,6790,,,,,,3050,2700
Sandero Stepway 1.6 MPI 85 (I),,,,5,62,(84),III,9990,,,,,,4500,4000
Sandero 1.6 MPI 85 Lauréate II (I),,,,5,62,(84),III,9990,,,,,,4375,3900
Sandero Stepway 1.6 16V 105 (I),,,,5,77,(105),III,10590,,,,,,4600,
Sandero 1.5 dCi 75 FAP Lauréate II (I),,,,5,55,(75),IV,11390,,,,,,4650,4075
Sandero Stepway 1.5 dCi 90 FAP,(I),,,5,65,(88),IV,11990,,,,,,4975,4350
Sandero 1.5 dCi 90 FAP Lauréate II (I),,,,5,65,(88),IV,11990,,,,,,4850,4250
Sandero 1.2 16V LPG 75 Ambiance,(I),,,5,53,(72),III,8790,,,,,,3775,3325
Sandero Stepway 1.6 MPI LPG 85,(I),,,5,60,(82),III,10790,,,,,,4750,4225
Sandero 1.2 16V 75 Essentiel (II),,,,5,54,(73),III,6890,,5625,5025,,,,
Sandero 1.2 16V 75 Essentiel (II),,,,5,55,(75),III,6890,,,5100,4650,4325,3850,
Sandero Stepway TCe 90 Ambiance (II),,,,5,66,(90),III,9590,,,6800,6200,5800,5175,
"ADAC e.V. München, Fahrzeugtechnik Infosysteme (FTI)",,,,,,,,,,,,,,Seite: 39 von 165,
** Herstellerinterne Baureihenbezeichnung bzw. amtlicher Klartext,,,,,,,,,,,,,,,

Gebrauchtwagenpreise Herbst/Winter 2018/2019,,,,,,,,,,,,,
Alle Marken,,,,km- Neu-,,,,Durchschnittspreise in Euro für Baujahr,,,,,
Fahrzeug/Modell (Generation**),Türen,,kW (PS),Kl. preis,,,2017,2016 2015 2014 2013 2012,,,,,2011
Dacia,,,,,,,,,,,,,
Sandero Stepway TCe 90 Start&Stop Ambiance (II),,5,66,(90),III,9590,,7425,6625,,,,
Sandero Stepway TCe 90 Start&Stop Ambiance (II),,5,66,(90),III,9990,8250,7725,,,,,
Sandero TCe 90 Lauréate (II),,5,66,(90),III,10090,,,6925,6300,5850,5225,
Sandero TCe 90 Start&Stop Lauréate (II),,5,66,(90),III,10190,,7725,6900,,,,
Sandero TCe 90 Start&Stop Lauréate (II),,5,66,(90),III,10200,8425,7925,,,,,
Sandero Stepway dCi 90 Ambiance (II),,5,66,(90),IV,11390,,,7550,6850,6450,5700,
Sandero Stepway dCi 90 Start&Stop Ambiance (II),,5,66,(90),IV,11390,,8300,7425,,,,
Sandero Stepway dCi 90 Start&Stop Ambiance (II),,5,66,(90),IV,11850,9900,9000,,,,,
Sandero dCi 90 Lauréate (II),,5,66,(90),IV,11890,,,,,,4725,
Sandero dCi 90 Start&Stop Lauréate (II),,5,66,(90),IV,11990,,8550,7625,,,,
Sandero dCi 90 Start&Stop Lauréate (II),,5,66,(90),IV,12050,10050,9200,,,,,
Sandero 1.2 16V LPG 75 Ambiance (II),,5,53,(72),III,8390,,,5650,5150,4725,4225,
Sandero TCe 90 LPG Start&Stop Ambiance,(II),5,66,(90),III,9790,,7050,6300,,,,
Sandero TCe 90 LPG Start&Stop Ambiance,(II),5,66,(90),III,10000,8200,7425,,,,,
Daihatsu,,,,,,,,,,,,,
Charade 1.33 (XP9),5,,73,(99),III,13990,,,5575,,,4975,4425
Sirion 1.3 (M300),5,,67,(91),III,12490,,,,,,4600,4100
Sirion 1.3 Eco 4WD (M300),5,,67,(91),III,13990,,,,,,5075,4525
Sirion 1.5 S (M300),5,,76 (103),,III,14990,,,,,,5425,4850
Terios 1.5 2WD (J2),5,,75 (102),,III,16490,,,6525,,,5650,5050
Terios 1.5 Top 4WD (J2),5,,75,(102),III,21490,,,8375,,,7250,6575
DS Automobiles,,,,,,,,,,,,,
DS 3 PureTech 82 Chic (S),,3,60 (82),,III,15990,10900,9750,,,,,
DS 3 PureTech 110 Stop&Start So Chic (S),,3,81,(110),III,19290,,11650,10400,9250,,,
DS 3 PureTech 110 Stop&Start So Chic (S),,3,81,(110),III,19190,12650,11300,,,,,
DS 3 PureTech 130 Stop&Start So Chic (S),,3,96,(130),III,20690,13650,12200,,,,,
DS 3 THP 155 So Paris (S),,3,115,(156),III,22815,,,12150,11050,,,
DS 3 THP 165 Stop&Start So Paris (S),,3,121,(165),III,24140,,14350,12800,11550,,,
DS 3 THP 165 Stop&Start Sport Chic (S),,3,121,(165),III,23490,16150,14450,,,,,
DS 3 BlueHDi 100 So Chic (S),,3,73 (99),,IV,21190,,12200,10900,9925,,,
DS 3 BlueHDi 100 Stop&Start So Chic (S),,3,73 (99),,IV,20740,13550,12100,,,,,
DS 3 BlueHDi 120 So Paris (S),,3,88,(120),III,20640,,,11100,10100,,,
DS 3 BlueHDi 120 Stop&Start Sport Chic (S),,3,88,(120),IV,23540,15350,13700,,,,,
DS 3 Cabrio PureTech 82 So Chic (S),,2,60 (82),,III,19940,13500,12050,,,,,
DS 3 Cabrio PureTech 110 Stop&Start So Chic (S),,2,81,(110),III,22090,,12750,11400,10250,,,
DS 3 Cabrio PureTech 110 Stop&Start So Chic (S),,2,81,(110),III,21990,14450,12900,,,,,
DS 3 Cabrio PureTech 130 Stop&Start So Chic (S),,2,96,(130),III,23490,15450,13750,,,,,
DS 3 Cabrio THP 155 So Paris (S),,2,115,(156),III,25315,,,,11350,,,
DS 3 Cabrio THP 165 Stop&Start So Paris (S),,2,121,(165),III,26640,,15700,14000,12750,,,
DS 3 Cabrio THP 165 Stop&Start Sport Chic (S),,2,121,(165),III,26290,17500,15600,,,,,
DS 3 Cabrio BlueHDi 100 So Chic (S),,2,73 (99),,IV,23990,,13650,12200,11150,,,
DS 3 Cabrio BlueHDi 100 So Chic (S),,2,73 (99),,IV,23540,15150,13550,,,,,
DS 3 Cabrio BlueHDi 120 So Paris (S),,2,88,(120),IV,26940,,15450,13800,12450,,,
DS 3 Cabrio BlueHDi 120 Sport Chic (S),,2,88,(120),IV,26340,16950,15150,,,,,
DS 3 Performance (S),,3,153,(208),III,26990,18100,16150,,,,,
DS 4 Crossback PureTech 130 Stop&Start,(N),5,96,(130),III,25490,15400,13750,12550,,,,
DS 4 PureTech 130 Stop&Start (N),,5,96,(130),III,23990,14600,13050,11900,,,,
DS 4 THP 165 Stop&Start EAT6 (N),,5,121,(165),III,26990,16600,14800,13500,,,,
DS 4 THP 210 Stop&Start (N),,5,155,(210),III,28090,17200,15350,13700,,,,
"ADAC e.V. München, Fahrzeugtechnik Infosysteme (FTI)",,,,,,,,,,,Seite: 40 von 165,,
** Herstellerinterne Baureihenbezeichnung bzw. amtlicher Klartext,,,,,,,,,,,,,

Gebrauchtwagenpreise Herbst/Winter 2018/2019,,,,,,,,,,,,,
Alle Marken,,,,km- Neu-,,,,Durchschnittspreise in Euro für Baujahr,,,,,
Fahrzeug/Modell (Generation**),Türen,,kW (PS),Kl. preis,,,2017,2016 2015 2014 2013 2012,,,,,2011
DS Automobiles,,,,,,,,,,,,,
DS 4 Crossback BlueHDi 120 Stop&Start,(N),5,88,(120),IV,27490,16000,14300,12950,,,,
DS 4 BlueHDi 120 Stop&Start (N),,5,88,(120),IV,25990,15100,13450,12300,,,,
DS 4 BlueHDi 150 Stop&Start (N),,5,110,(150),IV,27690,15400,13750,12650,,,,
DS 4 Crossback BlueHDi 180 Stop&Start EAT6 (N),,5,133,(180),IV,31890,18400,16400,15050,,,,
DS 4 BlueHDi 180 Stop&Start EAT6 (N),,5,133,(180),IV,30390,17450,15600,14350,,,,
DS 5 THP 165 Stop&Start EAT6 (K/KF),,5,121,(165),IV,34390,22100,19750,17650,,,,
DS 5 THP 210 Stop&Start (K/KF),,5,155,(211),IV,34990,22950,20500,,,,,
DS 5 BlueHDi 120 Stop&Start (K/KF),,5,88,(120),V,32590,19600,17500,15650,,,,
DS 5 BlueHDi 150 Stop&Start (K/KF),,5,110,(150),V,34590,19250,17150,14850,,,,
DS 5 BlueHDi 180 Stop&Start EAT6 (K/KF),,5,133,(180),V,38090,21700,18800,16800,,,,
DS 5 Hybrid 4x4 ETG6 (K/KF),,5,147,(200),V,46290,24250,21650,19350,,,,
DS 7 Crossback PureTech 225 Be Chic Automatik (J),,5,165,(225),III,39490,26200,,,,,,
DS 7 Crossback BlueHDi 130 Chic (J),,5,96,(130),IV,31990,20600,,,,,,
DS 7 Crossback BlueHDi 180 Be Chic Automatik (J),5,,130,(177),IV,40290,26050,,,,,,
Fiat,,,,,,,,,,,,,
124 Spider 1.4 Multiair Turbo (NF),,2,103,(140),III,24990,18500,16500,,,,,
500 1.2 8V Start&Stopp Pop (312),,3,51,(69),II,11700,,,,,5325,4675,3975
500 1.2 8V Eco Pop Star (312),,3,51,(69),II,13940,9325,8575,,,,,
500 1.2 8V Pop (312),,3,51,(69),II,12590,7975,7125,6350,,,,
500 0.9 8V TwinAir Start&Stopp Lounge (312),,3,63,(86),II,16630,10800,9625,8600,,,,
500 0.9 8V TwinAir Turbo Start&Stopp Lounge (312),,3,77,(105),II,15850,,,8475,7550,7500,,
500 1.3 16V Multijet Start&Stopp Lounge (312),,3,70,(95),IV,18730,11550,10300,9200,,,,
500C 1.2 8V Eco Pop Star (312),,2,51,(69),III,16540,10750,9700,,,,,
500C 1.2 8V Pop (312),,2,51,(69),III,15190,9300,8400,7500,,,,
500C 0.9 8V TwinAir Start&Stopp Lounge (312),,2,63,(86),III,19230,12050,10850,9700,,,,
500C 0.9 8V TwinAir Turbo Start&Stopp Lounge (312),,2,77,(105),III,18350,,,9925,8875,8825,,
500C 0.9 8V TwinAir Turbo Start&Stopp Lounge (312),,2,77,(105),III,19930,12450,11150,9950,,,,
500C 1.3 16V Multijet Start&Stopp Lounge (312),,2,70,(95),IV,21330,12800,11400,10200,,,,
500L Wagon 1.4 16V Pop-Star (199),,5,70,(95),III,16990,11500,,,,,,
500L Trekking 1.4 16V (199),,5,70,(95),III,20050,13500,12050,10650,9500,8650,,
500L Cross 1.4 16V City (199),,5,70,(95),III,16990,11750,,,,,,
500L 1.4 16V Pop (199),,5,70,(95),III,15990,10950,9800,8750,7800,7100,6225,
500L Urban 1.4 16V Pop Star (199),,5,70,(95),III,16490,11400,,,,,,
"500L Living 0.9 8V TwinAir Turbo Start&Stopp Pop-
Star (199)",,5,77,(105),III,19890,13100,11650,10400,9300,8300,,
"500L Wagon 0.9 8V TwinAir Turbo Start&Stopp Pop-
Star (199)",,5,77,(105),III,18290,12400,,,,,,
500L Trekking 0.9 TwinAir Start&Stopp (199),,5,77,(105),III,21350,14000,12500,11150,9950,8900,,
500L Cross 0.9 TwinAir Start&Stopp City (199),,5,77,(105),III,18290,12500,,,,,,
500L 0.9 TwinAir Start&Stopp Easy (199),,5,77,(105),III,18550,,,,8975,8025,7025,
500L Urban 0.9 TwinAir Start&Stopp Pop Star (199),,5,77,(105),III,17790,12150,,,,,,
500L Living 1.4 T-Jet 16V Pop-Star (199),,5,88,(120),III,20690,13750,12250,10950,9775,,,
500L Wagon 1.4 T-Jet 16V Pop-Star (199),,5,88,(120),III,19240,13050,,,,,,
500L Trekking 1.4 T-Jet 16V (199),,5,88,(120),III,22300,14400,12850,11500,10250,,,
500L Cross 1.4 T-Jet 16V City (199),,5,88,(120),III,19240,13150,,,,,,
500L 1.4 T-Jet 16V Pop Star (199),,5,88,(120),III,20240,13300,11850,10600,9450,,,
500L Urban 1.4 T-Jet 16V Pop Star (199),,5,88,(120),III,18740,12800,,,,,,
"500L Living 1.3 16V Multijet Start&Stopp Pop-Star
Dualogic (199)",,5,62,(85),IV,21550,,,10850,9675,8625,,
500L Trekking 1.3 Multijet 16V Start&Stopp (199),,5,62,(85),IV,22550,,,10950,9775,8600,,
"ADAC e.V. München, Fahrzeugtechnik Infosysteme (FTI)",,,,,,,,,,,,Seite: 41 von 165,
** Herstellerinterne Baureihenbezeichnung bzw. amtlicher Klartext,,,,,,,,,,,,,

Gebrauchtwagenpreise Herbst/Winter 2018/2019,,,,,,,,,,,,,
Alle Marken,,,,km- Neu-,,,,Durchschnittspreise in Euro für Baujahr,,,,,
Fahrzeug/Modell (Generation**),Türen,,kW (PS),Kl. preis,,,2017,2016 2015 2014 2013 2012,,,,,2011
Fiat,,,,,,,,,,,,,
500L 1.3 Multijet 16V Start&Stopp Easy (199),,5,62,(85),IV,19150,,,,8675,7750,6725,
"500L Living 1.3 16V Multijet Start&Stopp Pop-Star
Dualogic (199)",,5,70,(95),IV,22390,13900,12400,11100,,,,
"500L Wagon 1.3 16V Multijet Start&Stopp Pop-Star
(199)",,5,70,(95),IV,19490,12600,,,,,,
"500L Trekking 1.3 Multijet 16V Start&Stopp Dualogic
(199)",,5,70,(95),IV,23750,14000,12500,11150,,,,
500L Cross 1.3 Multijet 16V Start&Stopp City (199),,5,70,(95),IV,19490,12050,,,,,,
500L 1.3 Multijet 16V Start&Stopp Pop Star (199),,5,70,(95),IV,20490,12150,10850,9700,,,,
500L Urban 1.3 Multijet 16V Start&Stopp Pop Star (199) 5,,,70,(95),IV,18990,11750,,,,,,
500L Living 1.6 16V Multijet Start&Stopp Pop-Star (199) 5,,,77,(105),IV,21050,,,10600,9450,8450,,
500L Trekking 1.6 Multijet 16V Start&Stopp (199),,5,77,(105),IV,22050,,,10800,9650,8625,,
500L 1.6 Multijet 16V Start&Stopp Easy (199),,5,77,(105),IV,19850,,,,8725,7800,,
500L Living 1.6 16V Multijet Start&Stopp Pop-Star (199) 5,,,88,(120),IV,21750,,,10950,9750,8725,,
"500L Wagon 1.6 16V Multijet Start&Stopp Pop-Star
(199)",,5,88,(120),IV,20740,13400,,,,,,
500L Trekking 1.6 Multijet 16V Start&Stopp (199),,5,88,(120),IV,22750,,,11250,10050,,,
500L Cross 1.6 Multijet 16V Start&Stopp City (199),,5,88,(120),IV,20740,13050,,,,,,
500L 1.6 Multijet 16V Start&Stopp Pop-Star (199),,5,88,(120),IV,21050,,,10400,9300,,,
500L Urban 1.6 Multijet 16V Start&Stopp Pop Star (199) 5,,,88,(120),IV,20240,12750,,,,,,
500L 0.9 TwinAir Natural Power Easy (199),,5,59,(80),III,20550,,,,10150,9050,,
500L Urban 0.9 TwinAir Natural Power Pop Star,(199),5,59,(80),III,19690,13750,,,,,,
500X 1.6 E-torQ Pop 4x2 (334),,5,81,(110),III,16990,11500,10550,9400,8250,,,
500X 1.4 MultiAir Start&Stopp Pop Star 4x2 (334),,5,103,(140),III,21790,13900,12400,10900,9550,,,
"500X 1.4 MultiAir Start&Stopp S-Design Cross Look
4x4 Automatik (334)",,5,125,(170),III,27490,18300,,,,,,
500X 1.3 MultiJet Start&Stopp Pop 4x2 (334),,5,70,(95),IV,18990,11000,9800,8775,,,,
500X 1.6 MultiJet Start&Stopp Pop Star 4x2 (334),,5,88,(120),IV,23190,15100,13450,11700,10250,,,
"Bravo 1.4 16V Multiair Turbo Start&Stopp Dynamic
(198)",,5,103,(140),III,19190,,,,,,6725,6125
Doblò Kombi 1.4 16V Active (263),,5,70,(95),III,16750,,,,,,5900,5300
Doblò Kombi 1.4 16V Start&Stopp Pop (263),,5,70,(95),III,17400,,,8825,7900,6975,,
Doblò Kombi 1.4 16V Pop (263),,5,70,(95),III,17990,11400,10200,9100,8125,,,
Doblò Kombi 1.4 T-Jet 16V My Doblò (263),,5,88,(120),III,20300,,,,,8150,,
Doblò Kombi 1.6 JTD Multijet 16V Active (263),,5,66,(90),IV,18750,,,,,,6100,5350
Doblò Kombi 1.6 JTD Multijet 16V Pop (263),,5,66,(90),IV,19600,,,9425,8425,,,
"Doblò Kombi 1.6 JTD Multijet 16V Start&Stopp Lounge
Dualogic (263)",,5,66,(90),IV,22050,,,10600,9450,,,
"Doblò Kombi lang 1.6 JTD Multijet 16V Start&Stopp
Lounge Dualogic (263)",,5,66,(90),IV,24250,,,11650,10400,,,
Doblò Kombi 1.6 Multijet 16V Pop (263),,5,70,(95),IV,20940,11900,10600,9475,,,,
Doblò Kombi lang 1.6 Multijet 16V Lounge (263),,5,70,(95),IV,24550,13900,12400,11050,,,,
Doblò Kombi 1.6 JTD Multijet 16V Emotion (263),,5,77,(105),IV,21600,,,,,,7050,6300
Doblò Kombi 1.6 JTD Multijet 16V Lounge (263),,5,77,(105),IV,22950,,,11050,9850,,,
Doblò Kombi lang 1.6 JTD Multijet 16V Lounge (263),,5,77,(105),IV,23950,,,11500,10300,,,
Doblò Kombi 1.6 Multijet 16V Lounge (263),,5,88,(120),IV,24450,13300,11850,10600,,,,
Doblò Kombi lang 1.6 Multijet 16V Lounge (263),,5,88,(120),IV,25450,13850,12350,11050,,,,
Doblò Kombi 2.0 JTD Multijet 16V Emotion (263),,5,99,(135),IV,22500,,,,,,7225,6450
Doblò Kombi 2.0 JTD Multijet 16V Lounge (263),,5,99,(135),IV,23850,,,11450,10250,,,
Doblò Kombi lang 2.0 JTD Multijet 16V Lounge (263),,5,99,(135),IV,24850,,,11950,10650,,,
Doblò Kombi 1.4 T-Jet 16V Natural Power Pop (263),,5,88,(120),III,22090,14100,12550,11200,10000,,,
Ducato Kombi 30 115 Multijet kurz (250),,4,85,(115),VI,29000,,,,11650,10150,8875,7500
"ADAC e.V. München, Fahrzeugtechnik Infosysteme (FTI)",,,,,,,,,,,,Seite: 42 von 165,
** Herstellerinterne Baureihenbezeichnung bzw. amtlicher Klartext,,,,,,,,,,,,,

Gebrauchtwagenpreise Herbst/Winter 2018/2019,,,,,,,,,,,,,,,
Alle Marken,,,,,,km- Neu-,,,,Durchschnittspreise in Euro für Baujahr,,,,,
Fahrzeug/Modell (Generation**),,,Türen,,kW (PS),Kl. preis,,,2017,2016 2015 2014 2013 2012,,,,,2011
Fiat,,,,,,,,,,,,,,,
Ducato Kombi 30 L1H1 130 Multijet SCR teilverglast,,,,4,96,(130),VI,30833,,,13850,12550,,,
(250),,,,,,,,,,,,,,,
Fiorino Kombi 1.4 8V (225),,,,4,57,(77),III,15161,8800,7850,,,,,
Fiorino Kombi 1.3 Multijet 16V,(225),,,4,59,(80),IV,17624,10150,9050,,,,,
Fiorino Kombi 1.3 Multijet 16V Ecojet Start&Stop,,,(225),4,59,(80),IV,18017,10350,9250,,,,,
Fiorino Kombi 1.3 JTD Multijet 16V (225),,,,4,70,(95),IV,16684,,,7875,6900,6025,5400,4875
Fiorino Kombi 1.3 Multijet 16V,(225),,,4,70,(95),IV,18040,10350,9250,,,,,
Fiorino Kombi 1.3 Multijet 16V Ecojet Start&Stop,,,(225),4,70,(95),IV,18433,10600,9450,,,,,
Fiorino Kombi 1.4 8V Natural Power,,(225),,4,51,(70),III,17196,,,,6775,5925,5350,4750
Fiorino Kombi 1.4 8V Natural Power,,(225),,4,51,(70),III,17707,9875,8825,,,,,
Qubo 1.4 8V Pop (225),,,,5,57,(78),III,13990,,7750,6925,6175,,,
Qubo 1.4 8V Pop (225),,,,5,57,(77),III,12490,7850,7000,,,,,
Qubo 1.3 16V Multijet Pop (225),,,,5,59,(80),IV,15490,9700,8675,,,,,
"Qubo 1.3 16V Multijet Start&Stopp Lounge Dualogic
(225)",,,,5,70,(95),IV,18090,11800,10550,,,,,
Qubo 1.4 8V Natural Power Pop (225),,,,5,51,(70),III,15290,9900,8850,,,,,
Freemont 2.4 16V My Freemont Automatik (JC),,,,5,125,(170),III,27390,,,,12750,11400,,
Freemont 3.6 V6 24V Lounge Allrad Automatik (JC),,,,5,206,(280),III,35390,,,,15900,14150,,
Freemont 2.0 JTD Multijet 16V,(JC),,,5,103,(140),IV,28690,,16450,14650,12850,11700,10150,9100
Freemont 2.0 JTD Multijet 16V Urban (JC),,,,5,125,(170),IV,29290,,,,,12800,11150,9950
"Freemont 2.0 JTD Multijet 16V Urban Allrad Automatik
(JC)",,,,5,125,(170),IV,32790,,,,,14100,12250,11000
Punto EVO 1.4 16V Multiair Start&Stopp Racing (199),,,,3,77,(105),III,16150,,,,,,5475,4875
"Punto EVO 1.4 16V Multiair Turbo Start&Stopp Racing
(199)",,,,3,99,(135),III,17350,,,,,,5875,5225
"Punto EVO 1.3 JTD 16V Multijet Start&Stopp Racing
(199)",,,,3,70,(95),IV,17700,,,,,,5575,4925
Punto EVO 1.6 JTD 16V Multijet Sport (199),,,,3,88,(120),IV,20000,,,,,,6200,5500
Panda 1.2 8V Classic (169),,,,5,51,(69),II,9490,,,,,3625,3250,
Panda 1.2 8V Classic 4x4 (169),,,,5,51,(69),II,13490,,,,,5100,4400,
Panda 1.3 JTD Multijet 16V Classic 4x4 (169),,,,5,55,(75),III,15990,,,,,6000,5175,
Panda 1.4 8V Natural Power Panda Panda,,,(169),5,51,(69),II,13840,,,,,,4475,4000
Panda Cross 1.2 8V City (312),,,,5,51,(69),II,13490,8800,,,,,,
Panda 1.2 8V (312),,,,5,51,(69),II,9090,,,,,4025,,
Panda 0.9 8V Twinair Start&Stopp 4x4 (312),,,,5,63,(85),II,15590,,,,,7300,6600,
Panda 0.9 8V Twinair Start&Stopp Lounge (312),,,,5,63,(85),II,13090,,,,,5900,5325,
Panda 0.9 8V Twinair Turbo Start&Stopp Lounge (312),,,,5,63,(85),II,13190,9300,8575,7650,6825,6100,,
Panda 0.9 8V Twinair Turbo Start&Stopp Wild 4x4 (312),,,,5,63,(85),II,15990,11250,,,,,,
Panda 1.3 JTD Multijet 16V Start&Stopp 4x4 (312),,,,5,55,(75),III,16990,,,9550,8525,7600,6800,
Panda 1.3 JTD Multijet 16V Start&Stopp Lounge (312),,,,5,55,(75),III,13890,,,7625,6800,6075,5425,
Panda 1.3 Multijet 16V Start&Stopp Lounge (312),,,,5,70,(95),III,14890,9800,8750,7800,,,,
Panda 1.3 Multijet 16V Start&Stopp Wild 4x4 (312),,,,5,70,(95),III,17690,11750,,,,,,
Panda 1.2 8V LPG Easy (312),,,,5,51,(69),II,10290,6925,6175,5525,,,,
Panda 0.9 8V Twinair Natural Power Lounge,,,(312),5,59,(80),III,15590,,,,,6625,6000,
Punto 1.2 8V Start&Stopp Active (199),,,,3,51,(69),III,12200,,,,,,4200,3750
Punto 1.2 8V Pop (199),,,,3,51,(69),III,11590,,,,5175,4675,4300,
Punto 1.4 8V Start&Stopp Active (199),,,,3,57,(77),III,12900,,,,,,4475,3975
Punto 1.4 8V Start&Stopp Pop (199),,,,3,57,(77),III,12800,,,,,5475,4900,
Punto 0.9 8V Twinair Start&Stopp Easy (199),,,,3,62,(84),III,15200,,,,,,5800,
Punto 1.4 16V Multiair Start&Stopp Dynamic (199),,,,3,77,(105),III,15000,,,,,,5100,4550
Punto 0.9 8V Twinair Start&Stopp My Punto (199),,,,3,77,(105),III,15290,,,,7225,6500,,
"ADAC e.V. München, Fahrzeugtechnik Infosysteme (FTI)",,,,,,,,,,,,,,Seite: 43 von 165,
** Herstellerinterne Baureihenbezeichnung bzw. amtlicher Klartext,,,,,,,,,,,,,,,

Gebrauchtwagenpreise Herbst/Winter 2018/2019,,,,,,,,,,,,
Alle Marken,,,km- Neu-,,,,Durchschnittspreise in Euro für Baujahr,,,,,
Fahrzeug/Modell (Generation**),Türen,kW (PS),Kl. preis,,,2017,2016 2015 2014 2013 2012,,,,,2011
Fiat,,,,,,,,,,,,
Punto 1.4 16V Multiair Start&Stopp Easy (199),3,77,(105),III,15700,,,,,,5925,
Punto 1.4 16V Multiair Turbo Start&Stopp Sport (199),3,99,(135),III,17900,,,,,7475,6675,
