Alle Marken,,,,,km- Neu-,,,,Durchschnittspreise in Euro für Baujahr,,,,,
Fahrzeug/Modell (Generation**),,Türen,,kW (PS),Kl. preis,,,2017,2016 2015 2014 2013 2012,,,,,2011
Discovery Td6 SE Automatik (V),5,190,(258),V,60800,43100,40050,,,,,
Discovery Sport 2.0 Si4 SE Automatik (L550),5,177,(240),IV,43351,,,27150,23850,,,
Discovery Sport Si4 SE Automatik (L550),5,177,(240),IV,46200,34850,31100,27750,,,,
Discovery Sport Si4 SE Automatik (L550),5,213,(290),IV,53100,39050,,,,,,
Discovery Sport 2.2 Td4 S (L550),5,110,(150),V,34400,,,20700,18150,,,
Discovery Sport eD4 E-Capability Pure (L550),5,110,(150),V,35100,23550,21050,18800,,,,
Discovery Sport Td4 E-Capability Pure (L550),5,110,(150),V,37600,25500,22750,20400,,,,
Discovery Sport Td4 E-Capability SE (L550),5,132,(180),V,43750,29800,26650,23750,,,,
Discovery Sport 2.2 Sd4 SE (L550),5,140,(190),V,41000,,,23450,20550,,,
Discovery Sport Sd4 SE Automatik (L550),5,177,(240),V,51400,35150,,,,,,
Range Rover Evoque 2.0 Si4 Pure Automatik (LV),5,177,(240),III,40300,,,,22950,20300,20300,17150
Range Rover Evoque 2.2 eD4 Pure (LV),5,110,(150),IV,33500,,,22000,19600,17050,14550,12250
Range Rover Evoque 2.2 Td4 Pure (LV),5,110,(150),IV,35200,,,,19600,17150,14500,12150
Range Rover Evoque 2.2 Sd4 Pure (LV),5,140,(190),IV,38100,,,,21100,18800,16550,14550
Freelander Si4 XS 4WD Automatik (II),5,177,(240),IV,36400,,,,19250,,,
Freelander 2.2 eD4 E 2WD (II),5,110,(150),V,28200,,,,,12400,11150,10150
Freelander 2.2 Td4 E 4WD (II),5,110,(150),V,29900,,,,,13150,11800,10750
Freelander 2.2 eD4 S 2WD (II),5,110,(150),V,31600,,,,,13700,12350,11250
Freelander 2.2 Td4 S 4WD (II),5,110,(150),V,33300,,,,,14450,13000,11850
Freelander 2.2 Sd4 S 4WD Automatik (II),5,140,(190),V,36800,,,,18100,15950,14350,13050
Freelander 2.2 Sd4 XS 4WD Automatik (II),5,140,(190),V,36400,,,,17950,,,
Range Rover 5.0 V8 Supercharged Automatik (III),5,375,(510),V,111500,,,,,,31300,28450
Range Rover 4.4 TDV8 HSE Automatik (III),5,230,(313),VI,89100,,,,,,25700,23500
Range Rover 5.0 V8 SC Vogue Automatik (IV),5,375,(510),V,118510,,,68900,59400,54050,46050,
Range Rover 5.0 V8 Kompressor Vogue Automatik (IV),5,386,(525),V,124500,87200,,,,,,
"Range Rover 5.0 V8 SC SVAutobiography Automatik
(IV)",5,405,(550),V,183500,,122700,107600,,,,
"ADAC e.V. München, Fahrzeugtechnik Infosysteme (FTI)",,,,,,,,,,,Seite: 66 von 165,
** Herstellerinterne Baureihenbezeichnung bzw. amtlicher Klartext,,,,,,,,,,,,

Gebrauchtwagenpreise Herbst/Winter 2018/2019,,,,,,,,,,,,
Alle Marken,,,km- Neu-,,,,Durchschnittspreise in Euro für Baujahr,,,,,
Fahrzeug/Modell (Generation**),Türen,kW (PS),Kl. preis,,,2017,2016 2015 2014 2013 2012,,,,,2011
Land Rover,,,,,,,,,,,,
Range Rover 5.0 V8 Kompressor SVAutobiography,5,416,(565),V,176300,126800,,,,,,
Dynamic Automatik (IV),,,,,,,,,,,,
Range Rover 3.0 TdV6 HSE Automatik (IV),5,190,(258),VI,93810,,,53300,46200,40600,35150,
Range Rover 3.0 TdV6 HSE Automatik (IV),5,190,(258),VI,99200,71500,,,,,,
Range Rover 4.4 SdV8 Vogue Automatik (IV),5,250,(339),VI 112310,,,,61150,52650,46500,41150,
Range Rover 4.4 SdV8 Vogue Automatik (IV),5,250,(339),VI 118400,,80750,,,,,,
Range Rover 3.0 SdV6 Hybrid Automatik (IV),5,250,(340),VI 131610,,,,71150,62200,54800,,
Range Rover 3.0 SdV6 Hybrid Automatik (IV),5,260,(354),VI 129200,,88400,78950,69550,,,,
"Range Rover P400e Plug-in-Hybrid Vogue Automatik
(IV)",5,297,(404),V,120000,79850,,,,,,
"Range Rover Evoque Coupé 2.0 Si4 Pure Automatik
(LV)",3,177,(240),III,41300,,,,23500,20800,20800,17600
Range Rover Evoque Coupé 2.2 eD4 Pure (LV),3,110,(150),IV,34500,,,22650,20150,17550,14950,12650
Range Rover Evoque Coupé 2.2 Td4 Pure (LV),3,110,(150),IV,36300,,,,20250,17650,14950,12500
Range Rover Evoque Coupé 2.2 Sd4 Pure (LV),3,140,(190),IV,39100,,,,21700,19250,17000,14950
Range Rover Sport 5.0 V8 SC Automatik (I),5,375,(510),V,83700,,,,,33450,30150,27400
Range Rover Sport 3.0 TdV6 S Automatik (I),5,155,(211),VI,55800,,,,,22400,20450,18700
Range Rover Sport 3.0 SdV6 SE Automatik (I),5,188,(256),VI,62900,,,,,25750,23500,21500
"Range Rover Sport 5.0 V8 SC HSE Dynamic Automatik
(II)",5,375,(510),V,90800,,63150,55400,47750,42150,,
Range Rover Sport 2.0 Sd4 S Automatik (II),5,177,(240),VI,62000,41500,38150,,,,,
Range Rover Sport 3.0 TdV6 S Automatik (II),5,190,(258),VI,61900,,42250,37050,32300,28250,,
Range Rover Sport 3.0 SdV6 SE Automatik (II),5,215,(292),VI,71210,,,42550,36850,32250,,
Range Rover Sport 3.0 SdV6 SE Automatik (II),5,225,(306),VI,73000,,46700,42700,37100,,,
"Range Rover Sport 4.4 SdV8 HSE Dynamic Automatik
(II)",5,250,(340),VI,87300,,56350,49450,42200,36900,,
Range Rover Sport 3.0 SdV6 Hybrid HSE Automatik (II),5,250,(340),VI,88300,,59650,52350,44650,39100,,
"Range Rover Evoque Cabriolet Si4 SE Dynamic
Automatik (L538)",2,177,(240),III,57300,44850,40850,35150,,,,
"Range Rover Evoque Cabriolet Td4 Dynamic Automatik
(L538)",2,110,(150),IV,49150,36250,,,,,,
"Range Rover Evoque Cabriolet Td4 SE Dynamic
Automatik (L538)",2,132,(180),IV,56580,40350,36050,32350,,,,
"Range Rover Evoque Cabriolet Sd4 SE Dynamic
Automatik (L538)",2,177,(240),IV,61350,45250,,,,,,
"Range Rover Evoque Coupé Si4 Autobiography
Automatik (L538)",3,177,(240),III,61850,,,38950,35200,,,
"Range Rover Evoque Coupé Si4 HSE Dynamic
Automatik (L538)",3,213,(290),III,62200,45350,,,,,,
"Range Rover Evoque Coupé eD4 E-Capability SE
(L538)",3,110,(150),IV,39600,30100,,,,,,
Range Rover Evoque Coupé Td4 HSE Dynamic (L538),3,132,(180),IV,55200,40000,35700,32050,,,,
"Range Rover Evoque Coupé Sd4 SE Dynamic
Automatik (L538)",3,177,(240),IV,56550,41700,,,,,,
Range Rover Evoque Si4 Pure Automatik (L538),5,177,(240),III,43130,35300,31500,27100,,,,
"Range Rover Evoque Si4 HSE Dynamic Automatik
(L538)",5,213,(290),III,62200,45350,,,,,,
Range Rover Evoque eD4 E-Capability Pure (L538),5,110,(150),IV,35930,27000,24100,21350,,,,
Range Rover Evoque Td4 E-Capability Pure (L538),5,110,(150),IV,37730,27250,24350,22350,,,,
Range Rover Evoque Td4 Pure (L538),5,132,(180),IV,40630,29450,26300,23600,,,,
Range Rover Evoque Sd4 SE Automatik (L538),5,177,(240),IV,51800,38200,,,,,,
Range Rover Sport 2.0 Si4 S Automatik (II),5,221,(300),V,66500,47450,,,,,,
"Range Rover Sport 3.0 V6 Kompressor HSE Automatik
(II)",5,250,(340),V,78400,56700,,,,,,
"ADAC e.V. München, Fahrzeugtechnik Infosysteme (FTI)",,,,,,,,,,,Seite: 67 von 165,
** Herstellerinterne Baureihenbezeichnung bzw. amtlicher Klartext,,,,,,,,,,,,

Gebrauchtwagenpreise Herbst/Winter 2018/2019,,,,,,,,,,,,
Alle Marken,,,km- Neu-,,,,Durchschnittspreise in Euro für Baujahr,,,,,
Fahrzeug/Modell (Generation**),Türen,kW (PS),Kl. preis,,,2017,2016 2015 2014 2013 2012,,,,,2011
Land Rover,,,,,,,,,,,,
Range Rover Sport 5.0 V8 Kompressor HSE Dynamic,5,386,(525),V,98300,75150,,,,,,
Automatik (II),,,,,,,,,,,,
Range Rover Sport 2.0 Sd4 S Automatik (II),5,177,(240),VI,64000,44000,,,,,,
Range Rover Sport 3.0 TdV6 S Automatik (II),5,190,(258),VI,68500,50650,,,,,,
Range Rover Sport 3.0 SdV6 SE Automatik (II),5,225,(306),VI,78500,56650,,,,,,
"Range Rover Sport 4.4 SdV8 HSE Dynamic Automatik
(II)",5,250,(339),VI,94800,65850,,,,,,
"Range Rover Sport P400e Plug-in-Hybrid SE Automatik
(II)",5,297,(404),V,88000,60300,,,,,,
Range Rover Sport SVR Automatik (II) SVR,5,405,(550),V,126400,,81850,71800,61250,,,
Range Rover Sport SVR Automatik (II) SVR,5,423,(575),V,133100,94650,,,,,,
Range Rover Velar P250 Automatik (L560),5,184,(250),IV,55470,42050,,,,,,
Range Rover Velar P300 Automatik (L560),5,221,(300),IV,58970,44700,,,,,,
Range Rover Velar P380 Automatik (L560),5,280,(380),IV,67100,50050,,,,,,
Range Rover Velar D180 Automatik (L560),5,132,(180),V,55470,42050,,,,,,
Range Rover Velar D240 Automatik (L560),5,177,(240),V,59670,45650,,,,,,
Range Rover Velar D300 Automatik (L560),5,221,(300),V,63890,50500,,,,,,
Lexus,,,,,,,,,,,,
CT 200h Automatik (A10),5,100,(136),III,29400,,,,14050,13150,12150,11200
CT 200h Automatik (A10),5,100,(136),III,26950,19000,16950,15400,14400,,,
CT 200h Automatik (A10),5,100,(136),III,26950,19850,,,,,,
GS 250 Automatik (L10),4,154,(209),V,45184,,,,21000,18600,16050,
GS 200t Automatik (L10),4,180,(245),V,46150,31850,27900,,,,,
GS 300h Automatik (L10),4,164,(223),V,45300,,,24600,21300,,,
GS 450h Automatik (L10),4,254,(345),V,54750,,,29800,25050,22650,19350,
GS F Automatik (L10),4,351,(477),V,100500,69800,62300,,,,,
IS 250 Automatik (XE2),4,153,(208),IV,35790,,,,,15300,13300,11950
IS F Automatik (XE2),4,311,(423),IV,72000,,,,45850,40900,35650,32000
IS 200d (XE2),4,110,(150),V,33240,,,,,11150,9650,8650
IS 250C Automatik (XE2),2,153,(208),IV,49650,,,,,20150,18150,16150
IS 250 Automatik (XE3),4,153,(208),IV,35250,,,21800,19450,17350,,
IS 200t Automatik (XE3),4,180,(245),IV,37750,,24150,21550,,,,
IS 200t Automatik (XE3),4,180,(245),IV,38600,28950,,,,,,
IS 300h F Sport Automatik (XE3),4,164,(223),IV,45900,,,27600,26700,23850,,
IS 300h Automatik (XE3),4,164,(223),IV,38500,28600,,,,,,
LC 500 Automatik (Z10),2,351,(477),V,99200,77000,,,,,,
LC 500h Automatik (Z10),2,264,(359),V,99200,72850,,,,,,
LS 460 AWD Automatik (USF40),4,272,(370),VI,97800,,48450,43250,,,,
LS 460 Automatik (USF40),4,285,(388),VI,92800,,,39300,34550,29800,25200,
LS 600h AWD Automatik (USF40),4,327,(445),VI 109400,,,,45550,40050,34550,29700,26700
LS 500 AWD Automatik (USF50),4,307,(417),VI 105900,,66550,,,,,,
LS 500h Automatik (USF50),4,264,(359),V,93300,59200,,,,,,
LS 500h AWD Automatik (USF50),4,264,(359),V,96900,61500,,,,,,
NX 200t 4WD Automatik (AZ1),5,175,(238),IV,43400,29800,26600,23750,,,,
NX 200t Automatik (AZ1),5,175,(238),IV,42000,28850,25750,23000,,,,
NX 200t F-Sport 4WD Automatik (AZ1),5,175,(238),IV,57550,39500,35300,31500,,,,
NX 300 Automatik (AZ1),5,175,(238),IV,43950,30400,,,,,,
NX 300 AWD Automatik (AZ1),5,175,(238),IV,45300,31300,,,,,,
NX 300 F-Sport AWD Automatik (AZ1),5,175,(238),IV,60850,42050,,,,,,
NX 300h Automatik (AZ1),5,145,(197),IV,39800,28900,25800,23050,20200,,,
"ADAC e.V. München, Fahrzeugtechnik Infosysteme (FTI)",,,,,,,,,,,Seite: 68 von 165,
** Herstellerinterne Baureihenbezeichnung bzw. amtlicher Klartext,,,,,,,,,,,,

Gebrauchtwagenpreise Herbst/Winter 2018/2019,,,,,,,,,,,,
Alle Marken,,,km- Neu-,,,,Durchschnittspreise in Euro für Baujahr,,,,,
Fahrzeug/Modell (Generation**),Türen,kW (PS),Kl. preis,,,2017,2016 2015 2014 2013 2012,,,,,2011
Lexus,,,,,,,,,,,,
NX 300h E-FOUR Automatik (AZ1),5,145,(197),IV,41500,30100,26900,24000,21050,,,
NX 300h Automatik (AZ1),5,145,(197),IV,41250,29650,,,,,,
NX 300h E-FOUR Automatik (AZ1),5,145,(197),IV,42950,30900,,,,,,
RC 200t Automatik (XC1),3,180,(245),IV,45750,32950,28850,,,,,
RC 300h Automatik (XC1),3,164,(223),IV,48150,35000,30650,,,,,
RX 350 Automatik (AL1),5,204,(277),V,53250,,,27800,24000,21150,18450,
RX 450h Automatik (AL1),5,220,(299),IV,59950,,,,,,22050,20050
RX 450h Automatik (AL1),5,220,(299),V,59950,,,32650,28150,25100,22450,
RX 200t Automatik (AL2),5,175,(238),V,49900,35850,31450,27600,,,,
RX 200t AWD Automatik (AL2),5,175,(238),V,51250,36800,32300,28300,,,,
RX 450h AWD CVT (AL2),5,230,(313),V,58900,43250,37950,34400,,,,
Lotus,,,,,,,,,,,,
Elise (S3),2,100,(136),II,42200,,,26550,23850,21800,19800,17400
Elise Sport 220 (S3),2,162,(220),II,50600,39550,,,,,,
Elise Cup 250 (S3),2,181,(246),II,63000,49700,42200,,,,,
Evora 400 2+0 (Evora),2,298,(405),II,97300,66950,62350,57200,,,,
Evora 410 Sport 2+2 (Evora),2,306,(416),II,108500,74650,69450,,,,,
Exige Coupé Sport 350 (S3),2,258,(350),II,76500,58350,52050,,,,,
Exige Coupé Sport 380 (S3),2,280,(380),II,90700,70400,,,,,,
Exige Roadster Sport 350 (S3),2,258,(350),II,76500,59100,52800,,,,,
Exige Roadster Sport 380 (S3),2,280,(380),II,90700,71250,,,,,,
Maserati,,,,,,,,,,,,
Ghibli Automatik (AM157),4,243,(330),V,67280,,,34900,31450,27900,,
Ghibli S Automatik (AM157),4,301,(410),V,79890,,,42050,36800,32050,,
Ghibli S Q4 Automatik (AM157),4,301,(410),V,84900,54950,48100,43350,,,,
Ghibli S Q4 Automatik (AM157),4,301,(410),V,82870,,,43050,37700,32800,,
Ghibli Diesel Automatik (AM157),4,202,(275),VI,65380,,,35150,31050,25300,,
Levante Automatik (AM156),4,257,(350),V,77520,55250,,,,,,
Levante S Automatik (AM156),4,316,(430),V,88000,63050,55900,,,,,
Levante Diesel Automatik (AM156),4,202,(275),VI,74100,52800,47450,,,,,
Mazda,,,,,,,,,,,,
2 1.3 Prime-Line (DE),3,55,(75),III,11690,,,,,5250,4700,4175
2 1.5 Sports-Line (DE),3,75,(103),III,16390,,,,,7325,6550,5825
2 1.6 CD Center-Line (DE),5,70,(95),IV,17290,,,8225,7300,6425,5700,5050
2 SKYACTIV-G 75 Prime-Line (DJ1),5,55,(75),III,12890,9450,8425,7525,6775,,,
2 SKYACTIV-G 90 Center-Line (DJ1),5,66,(90),III,15590,11500,10250,9150,8225,,,
2 SKYACTIV-G 115 i-ELOOP Sports-Line (DJ1),5,85,(115),III,19290,13600,12150,10850,9750,,,
2 SKYACTIV-D 105 Center-Line (DJ1),5,77,(105),IV,17690,11800,10500,9375,8425,,,
3 2.0 DISI i-stop Edition (BL),5,110,(150),III,22090,,,,,9225,8050,7075
3 1.6 CD Center-Line (BL),5,85,(115),IV,21590,,,,,8600,7425,6725
3 2.2 CD Edition (BL),5,110,(150),IV,24790,,,,,9650,8425,7725
3 2.2 CD Sports-Line (BL),5,136,(185),IV,27690,,,,,10650,9400,8525
3 1.6 Center-Line Automatik (BL),4,77,(105),III,19490,,,,,8150,7300,6550
3 2.0 DISI i-stop Edition (BL),4,110,(150),III,22590,,,,,9450,8225,7225
3 SKYACTIV-G 100 Prime-Line (BM),5,74,(100),III,17490,,,10050,9100,8225,,
3 SKYACTIV-G 100 Prime-Line (BM),5,74,(100),III,18190,12100,,,,,,
3 SKYACTIV-G 120 Center-Line (BM),5,88,(120),III,20490,,,12000,10900,9800,,
3 SKYACTIV-G 120 Center-Line (BM),5,88,(120),III,21290,14300,,,,,,
3 SKYACTIV-G 165 i-ELOOP Center-Line (BM),5,121,(165),III,22490,,,13050,11800,10700,,
"ADAC e.V. München, Fahrzeugtechnik Infosysteme (FTI)",,,,,,,,,,,Seite: 69 von 165,
** Herstellerinterne Baureihenbezeichnung bzw. amtlicher Klartext,,,,,,,,,,,,

Gebrauchtwagenpreise Herbst/Winter 2018/2019,,,,,,,,,,,,
Alle Marken,,,km- Neu-,,,,Durchschnittspreise in Euro für Baujahr,,,,,
Fahrzeug/Modell (Generation**),Türen,kW (PS),Kl. preis,,,2017,2016 2015 2014 2013 2012,,,,,2011
Mazda,,,,,,,,,,,,
3 SKYACTIV-G 165 i-ELOOP Exclusive-Line (BM),5,121,(165),III,25190,17450,,,,,,
3 SKYACTIV-D 105 Center-Line (BM),5,77,(105),IV,23190,,13250,,,,,
3 SKYACTIV-D 105 Center-Line (BM),5,77,(105),IV,23690,15550,,,,,,
3 SKYACTIV-D 150 Center-Line (BM),5,110,(150),IV,24790,,13900,12750,11700,10750,,
3 SKYACTIV-D 150 Exclusive-Line (BM),5,110,(150),IV,27290,17050,,,,,,
3 SKYACTIV-G 120 Center-Line (BM),4,88,(120),III,20990,,,12300,11200,10250,,
3 SKYACTIV-G 120 Center-Line (BM),4,88,(120),III,21790,14650,,,,,,
3 SKYACTIV-D 105 Center-Line (BM),4,77,(105),IV,23690,,13500,,,,,
3 SKYACTIV-D 105 Center-Line (BM),4,77,(105),IV,24190,15900,,,,,,
3 SKYACTIV-D 150 Center-Line (BM),4,110,(150),IV,25290,,14200,13000,11950,11000,,
3 SKYACTIV-D 150 Exclusive-Line (BM),4,110,(150),IV,27790,17350,,,,,,
3 MPS (BL),5,191,(260),III,28390,,,,,14350,12650,11450
5 1.8 Prime-Line (CW),5,85,(115),III,20690,,,,,9050,7925,7125
5 2.0 Center-Line Activematic (CW),5,106,(144),III,26830,,,,,12350,10850,9750
5 2.0 DISI i-stop Center-Line (CW),5,110,(150),III,24390,,,,,10900,9600,8625
5 1.6 CD Prime-Line (CW),5,85,(115),IV,22990,,,,,9375,8150,7275
6 Sport 2.0 DISI Center-Line (GH),5,114,(155),IV,26390,,,,,10200,8875,7925
6 Sport 2.5 Sports-Line (GH),5,125,(170),IV,31290,,,,,11800,10250,9175
6 Sport 2.2 CD Prime-Line (GH),5,95,(129),V,25690,,,,,9325,8075,7225
6 Sport 2.2 CD Center-Line (GH),5,120,(163),V,28290,,,,,10550,9125,8150
6 Sport 2.2 CD Sports-Line (GH),5,132,(180),V,33190,,,,,12250,10600,9475
6 2.0 DISI Center-Line (GH),4,114,(155),IV,25890,,,,,10050,8725,7800
6 Sport Kombi 2.0 DISI Center-Line (GH),5,114,(155),IV,26990,,,,,10400,9000,8050
6 Sport Kombi 2.5 Sports-Line (GH),5,125,(170),IV,31890,,,,,12500,10850,9700
6 Sport Kombi 2.2 CD Prime-Line (GH),5,95,(129),V,26290,,,,,9600,8300,7425
6 Sport Kombi 2.2 CD Center-Line (GH),5,120,(163),V,28890,,,,,10400,8925,7975
6 Sport Kombi 2.2 CD Sports-Line (GH),5,132,(180),V,33790,,,,,12400,10750,9625
6 2.0 SKYACTIV-G 145 Prime-Line (GJ),4,107,(145),IV,24990,,,13850,12750,11500,,
6 SKYACTIV-G 145 i-ELOOP Prime-Line (GJ),4,107,(145),IV,26190,16900,15100,13500,,,,
6 2.0 SKYACTIV-G 165 Center-Line (GJ),4,121,(165),IV,28490,,,15750,14250,13100,,
6 2.0 SKYACTIV-G 165 i-ELOOP Sports-Line (GJ),4,121,(165),IV,33190,,,18150,16350,15050,,
6 SKYACTIV-G 165 Exclusive-Line (GJ),4,121,(165),IV,31690,20700,18850,16850,,,,
"6 2.5 SKYACTIV-G 192 i-ELOOP Sports-Line
Automatik (GJ)",4,141,(192),IV,36090,,,19100,17050,16150,,
"6 SKYACTIV-G 192 i-ELOOP Sports-Line SKYACTIV-
Drive (GJ)",4,141,(192),IV,37690,24050,21450,19150,,,,
6 2.2 SKYACTIV-D 150 i-ELOOP Prime-Line (GJ),4,110,(150),V,28490,,,13900,12900,11850,,
6 SKYACTIV-D 150 i-ELOOP Prime-Line (GJ),4,110,(150),V,29690,16750,16050,14350,,,,
6 2.2 SKYACTIV-D 175 i-ELOOP Sports-Line (GJ),4,129,(175),V,36190,,,17050,15200,13300,,
6 SKYACTIV-D 175 i-ELOOP Sports-Line (GJ),4,129,(175),V,37790,21800,19500,17400,,,,
6 Kombi 2.0 SKYACTIV-G 145 Prime-Line (GJ),5,107,(145),IV,24990,,,14150,13000,11700,,
6 Kombi SKYACTIV-G 145 i-ELOOP Prime-Line (GJ),5,107,(145),IV,26190,16500,15350,13700,,,,
6 Kombi 2.0 SKYACTIV-G 165 Center-Line (GJ),5,121,(165),IV,28490,,,16100,14500,13350,,
"6 Kombi 2.0 SKYACTIV-G 165 i-ELOOP Sports-Line
(GJ)",5,121,(165),IV,33190,,,18500,16700,15350,,
6 Kombi SKYACTIV-G 165 Exclusive-Line (GJ),5,121,(165),IV,31690,20500,18850,16850,,,,
"6 Kombi 2.5 SKYACTIV-G 192 i-ELOOP Sports-Line
Automatik (GJ)",5,141,(192),IV,36090,,,19700,17600,16650,,
"6 Kombi SKYACTIV-G 192 i-ELOOP Sports-Line
SKYACTIV-Drive (GJ)",5,141,(192),IV,37690,24300,22350,19950,,,,
"ADAC e.V. München, Fahrzeugtechnik Infosysteme (FTI)",,,,,,,,,,,Seite: 70 von 165,
** Herstellerinterne Baureihenbezeichnung bzw. amtlicher Klartext,,,,,,,,,,,,

Gebrauchtwagenpreise Herbst/Winter 2018/2019,,,,,,,,,,,,
Alle Marken,,,km- Neu-,,,,Durchschnittspreise in Euro für Baujahr,,,,,
Fahrzeug/Modell (Generation**),Türen,kW (PS),Kl. preis,,,2017,2016 2015 2014 2013 2012,,,,,2011
Mazda,,,,,,,,,,,,
6 Kombi 2.2 SKYACTIV-D 150 i-ELOOP Prime-Line,5,110,(150),V,28490,,,13500,12050,10950,,
(GJ),,,,,,,,,,,,
"6 Kombi SKYACTIV-D 150 i-ELOOP Nakama AWD
(GJ)",5,110,(150),V,36590,20900,19600,,,,,
6 Kombi SKYACTIV-D 150 i-ELOOP Prime-Line (GJ),5,110,(150),V,29690,16650,15600,13950,,,,
"6 Kombi 2.2 SKYACTIV-D 175 i-ELOOP Sports-Line
(GJ)",5,129,(175),V,36190,,,17100,15250,13450,,
6 Kombi SKYACTIV-D 175 i-ELOOP Sports-Line (GJ),5,129,(175),V,37790,21900,20150,18000,,,,
"6 Kombi SKYACTIV-D 175 i-ELOOP Sports-Line AWD
SKYACTIV-Drive (GJ)",5,129,(175),V,43590,24800,22400,20200,,,,
BT-50 XL-Cab Midlands (BT-50),4,105,(143),IV,27290,,,,,13600,12450,11500
CX-3 SKYACTIV-G 120 Prime-Line (DK),5,88,(120),III,17990,13350,11900,10450,,,,
"CX-3 SKYACTIV-G 150 i-ELOOP Exclusive-Line AWD
(DK)",5,110,(150),III,24990,17900,16000,14000,,,,
CX-3 SKYACTIV-D 105 Center-Line (DK),5,77,(105),IV,21990,14600,13050,11800,,,,
CX-3 SKYACTIV-D 105 Sports-Line AWD (DK),5,77,(105),IV,27090,18000,16050,14550,,,,
CX-5 2.0 SKYACTIV-G 160 Center-Line AWD (GH),5,118,(160),IV,28990,,,16700,14650,13650,11500,9950
CX-5 SKYACTIV-G 160 Exclusive-Line AWD (GH),5,118,(160),IV,31890,22550,20600,18100,,,,
CX-5 2.0 SKYACTIV-G 165 Prime-Line (GH),5,121,(165),IV,23990,,,14100,12350,11350,9600,8350
CX-5 SKYACTIV-G 165 Prime-Line (GH),5,121,(165),IV,24790,18200,16250,14250,,,,
"CX-5 SKYACTIV-G 192 i-ELOOP Sports-Line AWD
SKYACTIVE-Drive (GH)",5,141,(192),IV,37490,26900,24050,21100,,,,
CX-5 2.2 SKYACTIV-D 150 Center-Line AWD (GH),5,110,(150),V,31090,,,16250,14250,12600,10650,9175
CX-5 2.2 SKYACTIV-D 150 Prime-Line (GH),5,110,(150),V,26090,,,14000,12300,10850,9175,7900
CX-5 SKYACTIV-D 150 Exclusive-Line AWD (GH),5,110,(150),V,33990,21750,19400,17400,,,,
CX-5 SKYACTIV-D 150 Prime-Line (GH),5,110,(150),V,26890,17150,15350,13750,,,,
CX-5 2.2 SKYACTIV-D 175 Sports-Line AWD (GH),5,129,(175),V,36290,,,19550,17150,15150,12750,10950
CX-5 SKYACTIV-D 175 Sports-Line AWD (GH),5,129,(175),V,37590,25250,22550,20000,,,,
CX-5 SKYACTIV-G 160 Exclusive-Line AWD (KF),5,118,(160),IV,32390,22850,,,,,,
CX-5 SKYACTIV-G 165 Prime-Line (KF),5,121,(165),IV,25190,18200,,,,,,
"CX-5 SKYACTIV-G 194 Sports-Line AWD SKYACTIVE- 5
Drive (KF)",,143,(194),IV,38190,27400,,,,,,
CX-5 SKYACTIV-D 150 Exclusive-Line AWD (KF),5,110,(150),V,34590,22350,,,,,,
CX-5 SKYACTIV-D 150 Prime-Line (KF),5,110,(150),V,27390,17650,,,,,,
CX-5 SKYACTIV-D 175 Sports-Line AWD (KF),5,129,(175),V,38390,25550,,,,,,
CX-7 2.3 DISI Turbo Exclusive-Line (ER),5,191,(260),IV,37890,,,,,15050,12850,11600
CX-7 2.2 CD Prime-Line (ER),5,127,(173),V,31590,,,,,11900,10150,9250
MX-5 Roadster-Coupe 1.8 Center-Line (NC),2,93,(126),III,24990,,,,,12000,11100,9975
MX-5 1.8 Center-Line (NC),2,93,(126),III,22590,,,,,10900,10050,9050
"MX-5 Roadster-Coupe 2.0 Center-Line Activematic
(NC)",2,118,(160),III,26990,,,,,12650,11700,10800
MX-5 2.0 Sports-Line (NC),2,118,(160),III,27190,,,,,12800,11800,10900
MX-5 RF SKYACTIV-G 131 Exclusive-Line (ND),2,96,(131),III,28490,20300,,,,,,
MX-5 RF SKYACTIV-G 160 Exclusive-Line (ND),2,118,(160),III,29890,21300,19650,,,,,
MX-5 SKYACTIV-G 131 Prime-Line (ND),2,96,(131),III,22990,16000,14800,13650,,,,
MX-5 SKYACTIV-G 160 Exclusive-Line (ND),2,118,(160),III,27190,18900,17350,15700,,,,
Mercedes,,,,,,,,,,,,
A 160 (176),5,75,(102),III,24681,15550,14050,13500,,,,
A 180 (176),5,90,(122),III,24514,,,13750,12750,12550,11750,
A 180 BlueEFFICIENCY Edition (176),5,90,(122),III,24990,,,14100,13100,12800,,
A 180 (176),5,90,(122),III,25930,16100,14950,14150,,,,
A 180 BlueEFFICIENCY Edition (176),5,90,(122),III,26406,16400,15250,14400,,,,
"ADAC e.V. München, Fahrzeugtechnik Infosysteme (FTI)",,,,,,,,,,,Seite: 71 von 165,
** Herstellerinterne Baureihenbezeichnung bzw. amtlicher Klartext,,,,,,,,,,,,

Gebrauchtwagenpreise Herbst/Winter 2018/2019,,,,,,,,,,,,,
Alle Marken,,,,km- Neu-,,,,Durchschnittspreise in Euro für Baujahr,,,,,
Fahrzeug/Modell (Generation**),Türen,,kW (PS),Kl. preis,,,2017,2016 2015 2014 2013 2012,,,,,2011
Mercedes,,,,,,,,,,,,,
A 200 (176),,5,115,(156),III,27727,,,16500,14800,14150,13200,
A 200 (176),,5,115,(156),III,28905,18400,17150,16100,,,,
A 220 4MATIC 7G-DCT (176),,5,135,(184),III,33427,22400,20450,18550,,,,
A 220 4MATIC 7G-DCT (176),,5,135,(184),III,32338,,,17900,16550,,,
