2011,2012,2013,2014,2015,2016,2017,2018,kw,mark,model
,,,,,18200,20400,29280,140,Volvo,V40 T4 Kinetic (M)
,,,17550,19300,36480,,,180,Volvo,V40 Cross Country T5 Kinetic AWD Geartronic (M)
,,,,,25100,28450,42960,180,Volvo,V40 Cross Country T5 Summum AWD Geartronic (M)
,,,16450,18050,33680,,,180,Volvo,V40 T5 Kinetic Geartronic (M)
,,,,,,24800,37830,180,Volvo,V40 T5 R Design Geartronic (M)
,13900,15450,17400,36480,,,,187,Volvo,V40 Cross Country T5 Kinetic AWD Geartronic (M)
,14750,16550,18350,32980,,,,187,Volvo,V40 T5 Kinetic Geartronic (M)
,9750,10800,11950,12950,26980,,,84,Volvo,V40 Cross Country D2
,9100,9900,10800,11700,25480,,,84,Volvo,V40 D2 (M)
,,,,13200,14550,27380,,88,Volvo,V40 Cross Country D2
,,,,,,17000,28780,88,Volvo,V40 Cross Country D2
,,,,11900,13150,25880,,88,Volvo,V40 D2
,,,,,13150,14000,26180,88,Volvo,V40 D2
,10150,11150,12150,13450,28480,,,110,Volvo,V40 Cross Country D3
,,,,13600,14950,28880,,110,Volvo,V40 Cross Country D3
,,,,,,17350,30280,110,Volvo,V40 Cross Country D3
,9875,10750,11750,12750,26980,,,110,Volvo,V40 D3
,,,,12550,13750,27380,,110,Volvo,V40 D3
,,,,,15050,16850,28780,110,Volvo,V40 D3 Kinetic (M)
,11400,12650,13900,30780,,,,130,Volvo,V40 Cross Country D4 Kinetic (M)
,10600,11900,13050,28980,,,,130,Volvo,V40 D4 Kinetic (M)
,,,14050,15300,31380,,,140,Volvo,V40 Cross Country D4 Kinetic (M)
,,,,,19100,21400,35530,140,Volvo,V40 Cross Country D4 Momentum (M)
,,,13700,14750,29880,,,140,Volvo,V40 D4 ECO Kinetic (M)
,,,,,18150,20350,32330,140,Volvo,V40 D4 Momentum (M)
7550,8450,30850,,,,,,130,Volvo,V50 D4 Kinetic (M)
,,,,16150,18100,20300,30250,90,Volvo,V60 T2 Geartronic (F)
10650,11850,12600,29250,,,,,110,Volvo,V60 T3
,,12950,14350,15750,29750,,,110,Volvo,V60 T3
,,,,15300,30150,,,112,Volvo,V60 T3
,,,,16100,32250,,,112,Volvo,V60 T3 Geartronic (F)
10850,12100,13900,32200,,,,,132,Volvo,V60 T4
11000,12300,32100,,,,,,132,Volvo,V60 T4F (F)
,,13900,15600,17450,32800,,,132,Volvo,V60 T4
,,,,18050,19400,21750,35700,140,Volvo,V60 T4 Kinetic (F)
10950,12250,14100,36000,,,,,177,Volvo,V60 T5
,,16300,38700,,,,,177,Volvo,V60 T5 Powershift (F)
,,,,,25600,28650,45600,180,Volvo,V60 Cross Country T5 Kinetic AWD Geartronic (F)
,,,,21450,24000,42800,,180,Volvo,V60 Cross Country T5 Kinetic Geartronic (F)
,,15950,17850,20000,39100,,,180,Volvo,V60 T5 Geartronic (F)
15400,17150,19500,46950,,,,,224,Volvo,V60 T6 Kinetic AWD Geartronic (F)
,,20300,22700,25450,50700,,,224,Volvo,V60 T6 Momentum AWD Geartronic (F)
,,18550,20800,23300,47700,,,225,Volvo,V60 T6 Momentum Geartronic (F)
,,,,,38800,43450,70170,270,Volvo,V60 POLESTAR AWD Geartronic (F)
8100,9325,29650,,,,,,84,Volvo,V60 DRIVe
,,10550,11700,12850,30500,,,84,Volvo,V60 D2
,,,,13900,15150,17650,31200,88,Volvo,V60 D2
,9475,11300,31900,,,,,100,Volvo,V60 D3
,,11150,12650,13850,32400,,,100,Volvo,V60 D3
,,,,17850,19000,21300,36650,110,Volvo,V60 Cross Country D3 Kinetic (F)
,,,,15350,16500,17750,35300,110,Volvo,V60 D3 ECO Kinetic (F)
9000,10050,33350,,,,,,120,Volvo,V60 D3
,9950,10950,33850,,,,,120,Volvo,V60 D4
,,11300,34450,,,,,120,Volvo,V60 D4
,,12650,14350,16050,35350,,,133,Volvo,V60 D4
,,14450,16350,18350,39950,,,133,Volvo,V60 D4 AWD Geartronic (F)
,,,,18700,20950,22950,39350,140,Volvo,V60 Cross Country D4 Kinetic (F)
,,,,21100,22700,25400,43950,140,Volvo,V60 Cross Country D4 Kinetic AWD Geartronic (F)
,,,,16650,18300,19650,38000,140,Volvo,V60 D4 ECO Kinetic (F)
,,,,19500,20950,23450,42600,140,Volvo,V60 D4 Kinetic AWD Geartronic (F)
9675,11150,12750,36550,,,,,158,Volvo,V60 D5 (F)
11550,12900,14850,41150,,,,,158,Volvo,V60 D5 AWD Geartronic (F)
,,13450,15250,17100,37150,,,158,Volvo,V60 D5 (F)
,,15250,18050,19400,41750,,,158,Volvo,V60 D5 AWD Geartronic (F)
,,,,19850,22200,25600,42300,165,Volvo,V60 D5 Kinetic Geartronic (F)
,17650,19950,56900,,,,,206,Volvo,V60 D6 Hybrid Pure Limited AWD Geartronic (F)
,,,24000,27700,56200,,,206,Volvo,V60 D6 Hybrid Momentum AWD Geartronic (F)
,,,,29650,30600,34300,57250,206,Volvo,V60 D6 Twin Engine Momentum AWD Geartronic (F)
9200,10300,12050,35730,,,,,132,Volvo,V70 T4 Kinetic (B)
9225,10350,35880,,,,,,132,Volvo,V70 T4F Kinetic (B)
,,14050,16050,17950,37550,,,132,Volvo,V70 T4 Kinetic (B)
,,,,17850,19950,36000,,140,Volvo,V70 T4 Linje Classic (B)
10700,12000,14050,40530,,,,,177,Volvo,V70 T5 Kinetic (B)
,,16600,43330,,,,,177,Volvo,V70 T5 Kinetic Powershift (B)
12350,13800,45900,,,,,,179,Volvo,V70 3.2 Kinetic AWD Geartronic (B)
11650,13050,43340,,,,,,179,Volvo,V70 3.2 Kinetic Geartronic (B)
,,16750,19100,21400,44480,,,180,Volvo,V70 T5 Kinetic Geartronic (B)
12950,14500,16950,49440,,,,,224,Volvo,V70 T6 Kinetic AWD Geartronic (B)
,,20600,23500,26350,54940,,,224,Volvo,V70 T6 Momentum AWD Geartronic (B)
,9300,10800,33800,,,,,84,Volvo,V70 D2 Kinetic (B)
8275,9200,33550,,,,,,84,Volvo,V70 DRIVe Kinetic (B)
,,11050,12700,14550,35450,,,84,Volvo,V70 D2 Kinetic (B)
,,,,14000,15700,33500,,88,Volvo,V70 D2 ECO Linje Classic (B)
,9825,11450,35900,,,,,100,Volvo,V70 D3 Kinetic (B)
,,11750,13200,15000,37550,,,100,Volvo,V70 D3 Kinetic (B)
,,,,14750,16550,36000,,110,Volvo,V70 D3 ECO Linje Classic (B)
9075,10100,37950,,,,,,120,Volvo,V70 D3 Kinetic (B)
,10450,12200,38550,,,,,120,Volvo,V70 D4 Kinetic (B)
,,12650,39250,,,,,120,Volvo,V70 D4 Kinetic (B)
,,12950,15000,16900,18950,41450,,133,Volvo,V70 D4 ECO Kinetic (B)
,,14600,16900,19050,21300,46250,,133,Volvo,V70 D4 Kinetic AWD Geartronic (B)
10450,11650,13550,42590,,,,,158,Volvo,V70 D5 Kinetic (B)
11650,13000,15100,47250,,,,,158,Volvo,V70 D5 Kinetic AWD Geartronic (B)
,,14200,16500,18750,44190,,,158,Volvo,V70 D5 Kinetic (B)
,,,,,25500,28000,45050,140,Volvo,V90 T4 Kinetic Automatik (P)
,,,,,,38350,57800,184,Volvo,V90 Cross Country T5 AWD Automatik (P)
,,,,,,35250,53500,184,Volvo,V90 T5 Momentum Automatik (P)
,,,,,,38350,57800,187,Volvo,V90 Cross Country T5 AWD Automatik (P)
,,,,,30550,35250,53500,187,Volvo,V90 T5 Momentum Automatik (P)
,,,,,,42200,62900,228,Volvo,V90 Cross Country T6 AWD Automatik (P)
,,,,,,40700,61100,228,Volvo,V90 T6 Momentum AWD Automatik (P)
,,,,,,42200,62900,235,Volvo,V90 Cross Country T6 AWD Automatik (P)
,,,,,34950,40700,61100,235,Volvo,V90 T6 Momentum AWD Automatik (P)
,,,,,24300,26700,42950,110,Volvo,V90 D3 Kinetic (P)
,,,,,27050,29650,47700,110,Volvo,V90 D3 Kinetic AWD Automatik (P)
,,,,,,35550,56850,140,Volvo,V90 Cross Country D4 AWD Automatik (P)
,,,,,28250,30950,49800,140,Volvo,V90 D4 Kinetic AWD Automatik (P)
,,,,,,38750,59800,173,Volvo,V90 Cross Country D5 AWD Automatik (P)
,,,,,31800,37050,58000,173,Volvo,V90 D5 Momentum AWD Automatik (P)
,,,,,,53500,72800,288,Volvo,V90 T8 Twin Engine Momentum AWD Automatik (P)
,,,,,,32500,44850,182,Volvo,XC40 T5 Momentum AWD Geartronic (X)
13300,14750,16400,39880,,,,,177,Volvo,XC60 T5 Kinetic Powershift Geartronic (D)
,,17850,40480,,,,,177,Volvo,XC60 T5 Kinetic Powershift Geartronic (D)
14150,15700,43040,,,,,,179,Volvo,XC60 3.2 Kinetic AWD Geartronic (D)
,,,,,27550,30900,45480,180,Volvo,XC60 T5 Kinetic AWD Geartronic (D)
,,17700,19800,22600,25300,42230,,180,Volvo,XC60 T5 Kinetic Geartronic (D)
15750,17400,19350,46750,,,,,224,Volvo,XC60 T6 Kinetic AWD Geartronic (D)
,,22100,24750,28200,50900,,,224,Volvo,XC60 T6 Momentum AWD Geartronic (D)
,,,,26900,30150,33750,51150,225,Volvo,XC60 T6 Momentum AWD Geartronic (D)
,,20100,22500,25650,47900,,,225,Volvo,XC60 T6 Momentum Geartronic (D)
,11650,13150,33750,,,,,100,Volvo,XC60 D3 Kinetic (D)
,,14350,16250,18550,34850,,,100,Volvo,XC60 D3 Kinetic (D)
,,,,18000,20200,22600,36400,110,Volvo,XC60 D3 Kinetic (D)
12100,13000,37800,,,,,,120,Volvo,XC60 D3 Kinetic AWD (D)
12100,13300,37870,,,,,,120,Volvo,XC60 D3 Kinetic Geartronic (D)
,12700,14100,36050,,,,,120,Volvo,XC60 D4 Kinetic (D)
,13500,15000,38250,,,,,120,Volvo,XC60 D4 Kinetic AWD (D)
11350,12500,35770,,,,,,120,Volvo,XC60 DRIVe Kinetic (D)
,,15600,36650,,,,,120,Volvo,XC60 D4 Kinetic (D)
,,16600,39150,,,,,120,Volvo,XC60 D4 Kinetic AWD (D)
,,15350,17400,19800,38400,,,133,Volvo,XC60 D4 Kinetic (D)
,,16800,19050,21700,40900,,,133,Volvo,XC60 D4 Kinetic AWD (D)
,,,,20200,22600,25300,39650,140,Volvo,XC60 D4 Kinetic (D)
,,,,21950,24600,27550,42150,140,Volvo,XC60 D4 Kinetic AWD (D)
13650,15000,16550,40880,,,,,158,Volvo,XC60 D5 Kinetic AWD (D)
,,17900,20300,23100,42470,,,158,Volvo,XC60 D5 Kinetic AWD (D)
,,,,21150,23700,26550,43720,162,Volvo,XC60 D5 Kinetic AWD (D)
,,,,,,37350,51500,184,Volvo,XC60 T5 Momentum AWD Geartronic (U)
,,,,,,35650,49150,184,Volvo,XC60 T5 Momentum Geartronic (U)
,,,,,,37000,51000,187,Volvo,XC60 T5 Momentum AWD Geartronic (U)
,,,,,,39800,56000,228,Volvo,XC60 T6 Momentum AWD Geartronic (U)
,,,,,,40650,55500,235,Volvo,XC60 T6 Momentum AWD Geartronic (U)
,,,,19200,21500,24100,38750,110,Volvo,XC60 D3 Momentum (U)
,,,,,,33600,46750,140,Volvo,XC60 D4 Momentum AWD (U)
,,,,,,38450,53500,173,Volvo,XC60 D5 Momentum AWD Geartronic (U)
,,,,,,47650,67000,288,Volvo,XC60 T8 Twin Engine Momentum AWD Geartronic (U)
,,18050,20600,23100,46760,,,180,Volvo,XC70 T5 Kinetic Geartronic (B)
13050,14600,17100,51220,,,,,224,Volvo,XC70 T6 Kinetic AWD Geartronic (B)
,,20200,23050,25800,57220,,,224,Volvo,XC70 T6 Momentum AWD Geartronic (B)
10700,11900,43430,,,,,,120,Volvo,XC70 D3 Kinetic AWD (B)
10450,11650,42880,,,,,,120,Volvo,XC70 D3 Kinetic Geartronic (B)
,12400,14450,41030,,,,,120,Volvo,XC70 D4 Kinetic (B)
,12650,14750,44000,,,,,120,Volvo,XC70 D4 Kinetic AWD (B)
9950,11050,40780,,,,,,120,Volvo,XC70 DRIVe Kinetic (B)
,,14900,41730,,,,,120,Volvo,XC70 D4 Kinetic (B)
,,15150,44430,,,,,120,Volvo,XC70 D4 Kinetic AWD (B)
,,15550,18000,20450,23250,25900,43930,133,Volvo,XC70 D4 Kinetic (B)
,,16000,18550,21100,46230,,,133,Volvo,XC70 D4 Kinetic AWD (B)
11850,13150,15550,46550,,,,,158,Volvo,XC70 D5 Kinetic AWD (B)
,,16400,19050,21650,48500,,,158,Volvo,XC70 D5 Kinetic AWD (B)
,,,,21900,24500,,51000,162,Volvo,XC70 D5 Kinetic AWD Geartronic (B)
13700,15050,48810,,,,,,179,Volvo,XC90 3.2 Kinetic AWD Geartronic (7-Sitzer) (C)
11700,12800,41190,,,,,,120,Volvo,XC90 D3 Kinetic Geartronic (7-Sitzer) (C)
,14000,15950,18200,41900,,,,120,Volvo,XC90 D4 Kinetic Geartronic (7-Sitzer) (C)
14500,15850,17900,20250,48500,,,,147,Volvo,XC90 D5 Kinetic AWD Geartronic (7-Sitzer) (C)
,,,,,,42200,59850,184,Volvo,XC90 T5 Momentum AWD Geartronic (L)
,,,,31000,34250,39400,55900,187,Volvo,XC90 T5 Kinetic AWD Geartronic (L)
,,,,,,45200,62850,228,Volvo,XC90 T6 Momentum AWD Geartronic (L)
,,,29350,34050,37300,42350,58900,235,Volvo,XC90 T6 Kinetic AWD Geartronic (L)
,,,,27750,30400,32950,50100,140,Volvo,XC90 D4 Kinetic Geartronic (L)
,,,29300,34050,37150,58430,,165,Volvo,XC90 D5 ECO Momentum AWD Geartronic (L)
,,,26750,31100,33950,53400,,165,Volvo,XC90 D5 Kinetic AWD Geartronic (L)
,,,,,34050,38200,54700,173,Volvo,XC90 D5 Kinetic AWD Geartronic (L)
,,,36450,42250,47100,54950,74650,288,Volvo,XC90 T8 Twin Engine Momentum AWD Geartronic (L)
11150,12050,13100,23604,,,,,90,VW,Amarok SingleCab 2.0 TDI (2H)
13700,14900,16250,28846,,,,,90,VW,Amarok SingleCab 2.0 TDI 4MOTION (zuschaltbar) (2H)
,11450,12450,13850,15400,16900,25912,,103,VW,Amarok SingleCab 2.0 TDI (2H)
,14100,15350,17050,18950,20850,31505,,103,VW,Amarok SingleCab 2.0 TDI 4MOTION (zuschaltbar) (2H)
10800,11750,29238,,,,,,120,VW,Amarok SingleCab 2.0 BiTDI (2H)
9950,10800,27299,,,,,,120,VW,"(2H)"""
,10800,11700,13000,14450,15900,28126,,132,VW,Amarok SingleCab 2.0 BiTDI (2H)
,12850,13350,14850,16500,17100,30149,,132,VW,"Automatik (2H)"""
12850,13950,15150,26906,,,,,90,VW,Amarok DoubleCab 2.0 TDI (2H)
11600,12650,31160,,,,,,120,VW,"(2H)"""
,,,,,,21550,32076,120,VW,"(2H)"""
,,,,,,23250,34129,120,VW,"4MOTION (2H)"""
,,,,,25650,28200,39443,150,VW,"4MOTION (2H)"""
,,,,,31100,34550,50581,165,VW,"4MOTION Automatik (2H)"""
,,,,,,25500,35325,110,VW,Arteon 1.5 TSI ACT (3H)
,,,,,,30750,42600,140,VW,Arteon 2.0 TSI Elegance DSG
,,,,,,35150,50100,206,VW,Arteon 2.0 TSI Elegance 4MOTION DSG
,,,,,,25350,38250,110,VW,Arteon 2.0 TDI SCR (3H)
,,,,,,32400,48050,140,VW,Arteon 2.0 TDI SCR Elegance 4MOTION DSG
,,,,,,31000,46000,140,VW,Arteon 2.0 TDI SCR Elegance DSG (3H)
,,,,,,34500,52700,176,VW,Arteon 2.0 TDI SCR Elegance 4MOTION DSG
7400,8025,8675,9400,17600,,,,77,VW,Beetle 1.2 TSI (16)
,,,,,12600,14100,18625,77,VW,Beetle 1.2 TSI BMT (16)
,,,11850,13000,14300,22250,,110,VW,Beetle 1.4 TSI BMT Design (16)
,,,,,15250,17050,22575,110,VW,Beetle 1.4 TSI BMT Design (16)
8125,8925,9800,20075,,,,,118,VW,Beetle 1.4 TSI (16)
10350,11200,12200,25600,,,,,147,VW,Beetle 2.0 TSI Sport (16)
,,12700,13800,26650,,,,155,VW,Beetle 2.0 TSI Sport (16)
,,14800,16000,30975,,,,155,VW,Beetle GSR (16)
,,,14550,16000,17600,27675,,162,VW,Beetle 2.0 TSI BMT Sport (16)
,,,16900,18600,31725,,,162,VW,Beetle GSR (16)
,,,,,19800,22150,30050,162,VW,Beetle 2.0 TSI BMT Dune (16)
7375,8000,8775,9525,20100,,,,77,VW,Beetle 1.6 TDI (16)
,8175,8950,9700,20500,,,,77,VW,Beetle 1.6 TDI BMT (16)
,,,10100,11100,12250,21100,,81,VW,Beetle 2.0 TDI BMT (16)
,,,,,12350,13800,21400,81,VW,Beetle 2.0 TDI BMT (16)
,8875,9725,21900,,,,,103,VW,Beetle 2.0 TDI (16)
,,,11450,12900,14250,24675,,110,VW,Beetle 2.0 TDI BMT Design (16)
,,,,,14700,16950,25100,110,VW,Beetle 2.0 TDI BMT Design (16)
,10200,11100,11950,21900,,,,77,VW,Beetle Cabriolet 1.2 TSI (16)
,10400,11300,12150,22300,,,,77,VW,Beetle Cabriolet 1.2 TSI BMT (16)
,,,,,14650,16400,23450,77,VW,Beetle Cabriolet 1.2 TSI BMT (16)
,,,14600,16000,17550,26450,,110,VW,Beetle Cabriolet 1.4 TSI BMT Design (16)
,,,,,17500,19600,27250,110,VW,Beetle Cabriolet 1.4 TSI BMT Design (16)
,11000,12100,24125,,,,,118,VW,Beetle Cabriolet 1.4 TSI (16)
,12800,14250,29400,,,,,147,VW,Beetle Cabriolet 2.0 TSI Sport (16)
,,14650,15950,30550,,,,155,VW,Beetle Cabriolet 2.0 TSI Sport (16)
,,,17000,18400,20300,31850,,162,VW,Beetle Cabriolet 2.0 TSI BMT Sport (16)
,,,,,21450,24050,34550,162,VW,Beetle Cabriolet 2.0 TSI BMT Karmann (16)
,9925,11200,12200,24400,,,,77,VW,Beetle Cabriolet 1.6 TDI (16)
,10100,11400,12400,24800,,,,77,VW,Beetle Cabriolet 1.6 TDI BMT (16)
,,,12450,13450,15300,25525,,81,VW,Beetle Cabriolet 2.0 TDI BMT (16)
,,,,,15500,17350,26575,81,VW,Beetle Cabriolet 2.0 TDI BMT (16)
,10700,11800,26100,,,,,103,VW,Beetle Cabriolet 2.0 TDI (16)
,,,13950,15250,17350,29025,,110,VW,Beetle Cabriolet 2.0 TDI BMT Design (16)
,,,,,17600,19700,30275,110,VW,Beetle Cabriolet 2.0 TDI BMT Design (16)
,,,,9475,10600,11900,18635,62,VW,Caddy Kombi 1.2 TSI BMT (2K)
,,,,10500,11450,12800,18719,62,VW,Caddy 1.2 TSI BMT Conceptline (2K)
5825,6550,7250,8300,9275,17672,,,63,VW,Caddy Kombi 1.2 TSI (2K)
6225,6800,7550,8625,9650,17910,,,63,VW,Caddy 1.2 TSI Startline (2K)
,,,,11100,12400,13900,20533,75,VW,Caddy Kombi 1.0 TSI BMT (2K)
,,,,12000,13450,15050,22259,75,VW,Caddy Maxi Kombi 1.0 TSI BMT (2K)
,,,,11600,12700,14250,20617,75,VW,Caddy 1.0 TSI BMT Conceptline (2K)
,,,,15450,16950,19000,27519,75,VW,Caddy Maxi 1.0 TSI BMT Conceptline (2K)
6550,7350,8175,9350,10450,19462,,,77,VW,Caddy Kombi 1.2 TSI (2K)
6800,7575,8425,9625,10750,20052,,,77,VW,Caddy Kombi 1.2 TSI BMT (2K)
7025,7825,8700,9925,11150,21164,,,77,VW,Caddy Kombi Maxi 1.2 TSI (2K)
7375,8200,9150,10450,11700,21753,,,77,VW,Caddy Kombi Maxi 1.2 TSI BMT (2K)
7275,7950,8850,10100,11300,20290,,,77,VW,Caddy 1.2 TSI BMT Startline (2K)
6850,7475,8300,9475,10600,19700,,,77,VW,Caddy 1.2 TSI Startline (2K)
7750,8600,9525,10900,12200,21991,,,77,VW,Caddy Maxi 1.2 TSI BMT Startline (2K)
7425,8125,9050,10350,11600,21402,,,77,VW,Caddy Maxi 1.2 TSI Startline (2K)
,,,,10850,12150,13600,21343,92,VW,Caddy Kombi 1.4 TSI BMT (2K)
,,,,11750,13150,14700,23068,92,VW,Caddy Maxi Kombi 1.4 TSI BMT (2K)
,,,,13550,14600,16300,23151,92,VW,Caddy Maxi 1.4 TSI BMT Conceptline (2K)
5775,6425,7150,8025,8975,19100,,,55,VW,Caddy Kombi 1.6 TDI (2K)
,,,,10800,12050,13500,20599,55,VW,Caddy Kombi 2.0 TDI SCR BMT (2K)
6450,7050,7850,8775,9825,19927,,,55,VW,Caddy 1.6 TDI BMT Startline (2K)
6325,6925,7700,8625,9650,19338,,,55,VW,Caddy 1.6 TDI Startline (2K)
,,,,10200,11200,12300,20682,55,VW,Caddy 2.0 TDI BMT Conceptline (2K)
6425,7300,8100,9075,10150,21206,,,75,VW,Caddy Kombi 1.6 TDI (2K)
,,8350,9350,10450,22080,,,75,VW,Caddy Kombi 1.6 TDI BlueMotion (2K)
6550,7275,8250,9350,10500,21795,,,75,VW,Caddy Kombi 1.6 TDI BMT (2K)
6875,7825,8700,9750,10900,22908,,,75,VW,Caddy Kombi Maxi 1.6 TDI (2K)
7025,7825,8875,10100,11300,23497,,,75,VW,Caddy Kombi Maxi 1.6 TDI BMT (2K)
,,,,11900,13350,14950,22729,75,VW,Caddy Kombi 2.0 TDI SCR BMT (2K)
,,,,12850,14350,16100,24455,75,VW,Caddy Maxi Kombi 2.0 TDI SCR BMT (2K)
,,8800,9850,11000,22235,,,75,VW,Caddy 1.6 TDI BlueMotion Startline (2K)
7150,7825,8700,9675,10850,22033,,,75,VW,Caddy 1.6 TDI BMT Startline (2K)
6950,7575,8425,9425,10550,21444,,,75,VW,Caddy 1.6 TDI Startline (2K)
7575,8300,9200,10250,11450,23735,,,75,VW,Caddy Maxi 1.6 TDI BMT Startline (2K)
7425,8275,9200,10300,11550,23146,,,75,VW,Caddy Maxi 1.6 TDI Startline (2K)
,,,,11500,12500,13750,23009,75,VW,Caddy 2.0 TDI BlueMotion Conceptline (2K)
,,,,12800,13900,15250,24538,75,VW,Caddy Maxi 2.0 TDI BMT Conceptline (2K)
7725,8625,9600,10750,12050,24621,,,81,VW,Caddy Kombi 2.0 TDI 4MOTION (2K)
8275,9225,10250,11500,12900,26442,,,81,VW,Caddy Kombi Maxi 2.0 TDI 4MOTION (2K)
8150,8925,9925,11100,12450,24859,,,81,VW,Caddy 2.0 TDI Startline 4MOTION (2K)
8650,9450,10550,11800,13200,26680,,,81,VW,Caddy Maxi 2.0 TDI Startline 4MOTION (2K)
,,,,13600,15250,17050,26686,90,VW,Caddy Kombi 2.0 TDI SCR BMT 4MOTION (2K)
,,,,14550,16300,18250,28530,90,VW,Caddy Maxi Kombi 2.0 TDI SCR BMT 4MOTION (2K)
,,,,14100,15150,17000,26769,90,VW,Caddy 2.0 TDI BMT Conceptline 4MOTION (2K)
,,,,15000,16150,18100,28614,90,VW,Caddy Maxi 2.0 TDI BMT Conceptline 4MOTION (2K)
7375,8200,9075,10150,11400,23990,,,103,VW,Caddy Kombi 2.0 TDI (2K)
8975,9975,11100,12400,13900,29256,,,103,VW,Caddy Kombi 2.0 TDI 4MOTION DSG (2K)
7500,8475,9425,10550,11800,24579,,,103,VW,Caddy Kombi 2.0 TDI BMT (2K)
7875,8725,9675,10850,12150,25692,,,103,VW,Caddy Kombi Maxi 2.0 TDI (2K)
9400,10450,11650,13050,14600,30958,,,103,VW,Caddy Kombi Maxi 2.0 TDI 4MOTION DSG (2K)
7975,9025,10000,11200,12550,26281,,,103,VW,Caddy Kombi Maxi 2.0 TDI BMT (2K)
,,,,13200,14800,16600,25942,110,VW,Caddy Kombi 2.0 TDI SCR BMT (2K)
,,,,15950,17900,20050,31273,110,VW,Caddy Kombi 2.0 TDI SCR BMT 4MOTION DSG (2K)
,,,,14100,15800,17700,27668,110,VW,Caddy Maxi Kombi 2.0 TDI SCR BMT (2K)
,,,,16850,18900,21150,32999,110,VW,"(2K)"""
,10200,11300,12650,14200,28804,,,125,VW,Caddy Kombi Maxi 2.0 TDI DSG
7050,7850,8750,10000,11200,21723,,,72,VW,Caddy Kombi 1.6 BiFuel (2K)
7600,8450,9425,10750,12050,23425,,,72,VW,Caddy Kombi Maxi 1.6 BiFuel (2K)
7500,8200,9125,10450,11700,21961,,,72,VW,Caddy 1.6 BiFuel Startline (2K)
7975,8850,9825,11200,12550,23663,,,72,VW,Caddy Maxi 1.6 BiFuel Startline
7350,8200,9125,10450,11650,22794,,,80,VW,Caddy Kombi 2.0 EcoFuel (2K)
7850,8700,9650,11050,12350,24728,,,80,VW,Caddy Kombi Maxi 2.0 EcoFuel
7725,8425,9400,10750,12000,23032,,,80,VW,Caddy 2.0 EcoFuel Startline (2K)
8325,9150,10150,11550,12950,24966,,,80,VW,Caddy Maxi 2.0 EcoFuel Startline (2K)
,,,,12150,13600,15250,23943,81,VW,Caddy Kombi 1.4 TGI BlueMotion (2K)
,,,,13000,14250,15950,24026,81,VW,Caddy 1.4 TGI BlueMotion Conceptline
,,,,14050,15400,17250,25990,81,VW,Caddy Maxi 1.4 TGI BlueMotion Conceptline
,,,,13550,15150,17000,25038,62,VW,Caddy Alltrack 1.2 TSI BMT (2K)
,,,,13250,14400,16100,23181,62,VW,Caddy Beach 1.2 TSI BMT (2K)
,,7925,8875,9950,19219,,,63,VW,Cross Caddy 1.2 TSI (2K)
7475,8075,9000,10300,11500,21450,,,63,VW,Caddy Tramper 1.2 TSI (2K)
,,,,15000,16800,18800,26936,75,VW,Caddy Alltrack 1.0 TSI BMT (2K)
,,,,14300,15700,17600,25085,75,VW,Caddy Beach 1.0 TSI BMT (2K)
,,,,15500,17000,19050,27138,75,VW,Caddy Beach Maxi 1.0 TSI BMT (2K)
,,8675,9725,10900,21009,,,77,VW,Cross Caddy 1.2 TSI (2K)
,,8900,9975,11200,21599,,,77,VW,Cross Caddy 1.2 TSI BMT (2K)
8025,8850,9850,11250,12600,23241,,,77,VW,Caddy Tramper 1.2 TSI (2K)
8350,9125,10150,11600,13000,23830,,,77,VW,Caddy Tramper 1.2 TSI BMT (2K)
8625,9550,10550,12050,13500,24948,,,77,VW,Caddy Tramper Maxi 1.2 TSI (2K)
9000,9825,10900,12450,13950,25537,,,77,VW,Caddy Tramper Maxi 1.2 TSI BMT (2K)
,,,,15450,17300,19400,27745,92,VW,Caddy Alltrack 1.4 TSI BMT (2K)
,,,,15400,16550,18550,25894,92,VW,Caddy Beach 1.4 TSI BMT (2K)
,,,,16600,17850,20000,27947,92,VW,Caddy Beach Maxi 1.4 TSI BMT (2K)
,,,,13500,14500,16250,23044,92,VW,Caddy 1.4 TSI BMT Trendline (2K)
,,8375,9375,10500,20647,,,55,VW,Cross Caddy 1.6 TDI (2K)
,,8625,9650,10800,21236,,,55,VW,Cross Caddy 1.6 TDI BMT (2K)
,,,,13950,15650,17500,27001,55,VW,Caddy Alltrack 2.0 TDI BMT (2K)
7575,8300,9200,10300,11550,22878,,,55,VW,Caddy Tramper 1.6 TDI (2K)
7725,8450,9375,10500,11800,23467,,,55,VW,Caddy Tramper 1.6 TDI BMT (2K)
,,,,12900,14200,15550,25151,55,VW,Caddy Beach 2.0 TDI SCR BMT (2K)
,,9225,10350,11600,22753,,,75,VW,Cross Caddy 1.6 TDI (2K)
,,9475,10600,11900,23342,,,75,VW,Cross Caddy 1.6 TDI BMT (2K)
,,,,15100,16900,18900,29131,75,VW,Caddy Alltrack 2.0 TDI BMT (2K)
8100,8825,9825,11000,12300,24984,,,75,VW,Caddy Tramper 1.6 TDI (2K)
8275,9325,10400,11600,13000,25573,,,75,VW,Caddy Tramper 1.6 TDI BMT (2K)
8775,9550,10600,11900,13300,26692,,,75,VW,Caddy Tramper Maxi 1.6 TDI (2K)
