,model,kw,mark,new,2018,2017,2016,2015,2014,2013,2012
6159,Fabia Combi RS DSG  (II) RS,132,Skoda,22900,,,,,9850,8800,7850
6160,Fabia 1.0 MPI Active (III),44,Skoda,12230,8150,7275,6625,5975,5250,,
6161,Fabia 1.0 MPI Active (III),55,Skoda,12930,8400,7825,7125,6375,5575,,
6162,Fabia 1.0 MPI Active (III),55,Skoda,13790,9475,,,,,,
6163,Fabia 1.2 TSI Active (III),66,Skoda,14100,,8575,7650,6975,6225,,
6164,Fabia 1.0 TSI Active (III),70,Skoda,14330,9600,8575,,,,,
6165,Fabia 1.0 TSI Active (III),70,Skoda,15490,10450,,,,,,
6166,Fabia 1.0 TSI Ambition (III),81,Skoda,17460,11700,10450,,,,,
6167,Fabia 1.2 TSI Ambition (III),81,Skoda,17130,,10450,9350,8500,7600,,
6168,Fabia 1.0 TSI Ambition (III),81,Skoda,18090,12450,,,,,,
6169,Fabia 1.4 TSI R5 DSG (III),92,Skoda,22990,15800,,,,,,
6170,Fabia 1.4 TDI Active (III),66,Skoda,16380,9950,8900,7925,7075,6325,,
6171,Fabia 1.4 TDI Ambition (III),77,Skoda,19160,12050,10750,9700,8675,7725,,
6172,Fabia Combi 1.0 MPI Active (III),55,Skoda,13530,9175,8200,7475,6675,5850,,
6173,Fabia Combi 1.0 MPI Active (III),55,Skoda,14490,9975,,,,,,
6174,Fabia Combi 1.2 TSI Active (III),66,Skoda,14700,,8950,7975,7275,6500,,
6175,Fabia Combi 1.0 TSI Active (III),70,Skoda,14930,10000,8925,,,,,
6176,Fabia Combi 1.0 TSI Active (III),70,Skoda,16190,10950,,,,,,
6177,Fabia Combi 1.0 TSI Ambition (III),81,Skoda,18060,12100,10800,,,,,
6178,Fabia Combi 1.2 TSI Ambition (III),81,Skoda,17730,,10850,9675,8800,7875,,
6179,Fabia Combi 1.0 TSI Ambition (III),81,Skoda,18790,12950,,,,,,
6180,Fabia Combi 1.4 TDI Active (III),66,Skoda,16980,10300,9225,8225,7350,6575,,
6181,Fabia Combi 1.4 TDI Ambition (III),77,Skoda,19760,12550,11200,10000,8950,8000,,
6182,Karoq 1.5 TSI ACT Ambition (NU),110,Skoda,26490,20200,18200,,,,,
6183,Karoq 2.0 TDI SCR Ambition 4x4 (NU),110,Skoda,31290,22950,20700,,,,,
6184,Kodiaq 1.4 TSI Active (NS),92,Skoda,26550,20800,18600,16600,,,,
6185,Kodiaq Scout 1.4 TSI 4x4 DSG (NS),110,Skoda,37250,28450,25900,,,,,
6186,Kodiaq Scout 1.4 TSI ACT 4x4 (NS),110,Skoda,35450,27100,24650,,,,,
6187,Kodiaq 1.4 TSI ACT Active 4x4 (NS),110,Skoda,29650,22650,20550,18350,,,,
6188,Kodiaq 1.4 TSI ACT Style DSG (NS),110,Skoda,34450,26350,23950,21400,,,,
6189,Kodiaq 1.4 TSI Ambition 4x4 DSG (NS),110,Skoda,34150,26100,23750,21200,,,,
6190,Kodiaq Scout 2.0 TSI 4x4 DSG (NS),132,Skoda,38750,29900,26700,,,,,
6191,Kodiaq 2.0 TSI Ambition 4x4 DSG (NS),132,Skoda,35650,27500,24550,21900,,,,
6192,Kodiaq Scout 2.0 TDI SCR 4x4 (NS),110,Skoda,38090,28400,25600,,,,,
6193,Kodiaq 2.0 TDI SCR Active DSG  (NS),110,Skoda,32090,23950,21550,19250,,,,
6194,Kodiaq 2.0 TDI SCR Ambition 4x4 (NS),110,Skoda,34990,26100,23400,20900,,,,
6195,Kodiaq Scout 2.0 TDI SCR 4x4 DSG  (NS),140,Skoda,41290,31150,27800,,,,,
6196,Kodiaq 2.0 TDI SCR Ambition 4x4 DSG  (NS),140,Skoda,38190,28850,25700,22950,,,,
6197,Octavia 1.4 TSI Green tec Ambition (II),90,Skoda,21360,,,,,,8775,7775
6198,Octavia 1.6 TDI Green tec Active (II),77,Skoda,19890,,,,,,6725,6100
6199,Octavia 1.6 TDI GreenLine  (II),77,Skoda,21860,,,,,,7400,6700
6200,Octavia 2.0 TDI Ambition (II),81,Skoda,22210,,,,,,8050,7350
6201,Octavia Combi 1.4 TSI Green tec Ambition (II),90,Skoda,22310,,,,,,9450,8675
6202,Octavia Combi 1.6 TDI Green tec Active (II),77,Skoda,20840,,,,,,7375,6750
6203,Octavia Combi 1.6 TDI GreenLine  (II),77,Skoda,22810,,,,,,8075,7375
6204,Octavia Combi 2.0 TDI Ambition (II),81,Skoda,23160,,,,,,8525,7775
6205,Octavia RS  (II) RS,147,Skoda,28140,,,,,,11200,9925
6206,Octavia Combi RS  (II) RS,147,Skoda,29090,,,,,,12550,11450
6207,Octavia Combi RS TDI  (II) RS,125,Skoda,29990,,,,,,12150,10900
6208,Octavia 1.2 TSI Active (III),63,Skoda,16550,,,,8275,7750,7200,
6209,Octavia 1.2 TSI Green tec Active (III),63,Skoda,17190,,10400,9275,8500,,,
6210,Octavia 1.2 TSI Active (III),63,Skoda,17850,12050,10750,9600,,,,
6211,Octavia 1.2 TSI Green tec Active (III),77,Skoda,18250,,,,9700,9000,8275,
6212,Octavia 1.2 TSI Green tec Active (III),81,Skoda,18690,,12150,10850,9925,,,
6213,Octavia 1.0 TSI Green tec Active (III),85,Skoda,19090,,12300,11000,,,,
6214,Octavia 1.0 TSI Active (III),85,Skoda,19860,13900,12400,11100,,,,
6215,Octavia 1.4 TSI Green tec Active (III),103,Skoda,20250,,,,10850,10300,9375,
6216,Octavia 1.4 TSI Green tec Active (III),110,Skoda,21030,,13350,11900,10850,,,
6217,Octavia 1.4 TSI Active (III),110,Skoda,21690,15350,14150,12250,,,,
6218,Octavia 1.5 TSI ACT Ambition (III),110,Skoda,24430,17200,15350,,,,,
6219,Octavia 1.8 TSI Green tec Ambition (III),132,Skoda,24490,,,,,12700,11650,
6220,Octavia 1.8 TSI Green tec Ambition 4x4 DSG (III),132,Skoda,28590,,18900,16900,15700,14550,,
6221,Octavia 1.8 TSI Ambition (III),132,Skoda,25590,18950,16950,15100,,,,
6222,Octavia 1.8 TSI Ambition 4x4 DSG (III),132,Skoda,29190,21450,19150,17100,,,,
6223,Octavia 1.6 TDI Active (III),66,Skoda,19650,,,,8425,7875,7250,
6224,Octavia 1.6 TDI Green tec Active (III),66,Skoda,20390,,10350,9225,8650,,,
6225,Octavia 1.6 TDI Active (III),66,Skoda,21510,11650,10400,9300,,,,
6226,Octavia 1.6 TDI Green tec Active (III),77,Skoda,20650,,,,9000,8425,7775,
6227,Octavia 1.6 TDI Green tec Ambition 4x4 (III),77,Skoda,24890,,,,10750,10050,,
6228,Octavia 1.6 TDI Green tec Active (III),81,Skoda,21430,,11600,10550,9750,,,
6229,Octavia 1.6 TDI Green tec Ambition 4x4 (III),81,Skoda,25630,,13800,12600,11600,,,
6230,Octavia 1.6 TDI GreenLine  (III),81,Skoda,24490,,13400,12200,11250,10250,,
6231,Octavia 1.6 TDI Active (III),85,Skoda,22860,13600,12150,10850,,,,
6232,Octavia 2.0 TDI Green tec Ambition (III),110,Skoda,25290,,,,12100,11100,10300,
6233,Octavia 2.0 TDI Green tec Ambition 4x4 (III),110,Skoda,27090,,,,12900,11800,,
6234,Octavia 2.0 TDI Ambition (III),110,Skoda,26850,16900,15100,13500,,,,
6235,Octavia 2.0 TDI Ambition 4x4 (III),110,Skoda,28650,17850,15950,14200,,,,
6236,Octavia 2.0 TDI Green tec L&K 4x4 DSG (III),135,Skoda,35690,,20950,19250,18000,16050,,
6237,Octavia 2.0 TDI L&K 4x4 DSG (III),135,Skoda,36760,23350,20850,18600,,,,
6238,Octavia 1.4 TSI G-TEC Active  (III),81,Skoda,21990,,13500,12050,11000,10250,,
6239,Octavia Combi 1.2 TSI Active (III),63,Skoda,17190,,,,9075,8500,7950,
6240,Octavia Combi 1.2 TSI Green tec Active (III),63,Skoda,17850,,11400,10150,9325,,,
6241,Octavia Combi 1.2 TSI Active (III),63,Skoda,18550,13200,11800,10550,,,,
6242,Octavia Combi 1.2 TSI Green tec Active (III),77,Skoda,18890,,,,10450,9700,8975,
6243,Octavia Combi 1.2 TSI Green tec Active (III),81,Skoda,19350,,13100,11700,10700,,,
6244,Octavia Combi 1.0 TSI Green tec Active (III),85,Skoda,19750,,12850,11450,,,,
6245,Octavia Combi 1.0 TSI Active (III),85,Skoda,20560,14850,13250,11850,,,,
6246,Octavia Combi 1.4 TSI Green tec Active (III),103,Skoda,20890,,,,11600,10950,10050,
6247,Octavia Combi 1.4 TSI Green tec Active (III),110,Skoda,21690,,14200,13100,12300,,,
6248,Octavia Combi 1.4 TSI Active (III),110,Skoda,22390,15900,14200,12700,,,,
6249,Octavia Combi 1.5 TSI ACT Ambition (III),110,Skoda,25130,17900,16300,,,,,
6250,Octavia Scout 1.8 TSI Green tec 4x4 DSG (III),132,Skoda,31550,,,19200,18400,17000,,
6251,Octavia Scout 1.8 TSI 4x4 DSG (III),132,Skoda,32510,23850,21300,19050,,,,
6252,Octavia Combi 1.8 TSI Green tec Solution (III),132,Skoda,25380,,17850,15950,15300,,,
6253,Octavia Combi 1.8 TSI Green tec Solution 4x4 DSG,132,Skoda,28980,,20150,18000,17250,,,
6254,Octavia Combi 1.8 TSI Ambition (III),132,Skoda,26290,19300,17200,15350,,,,
6255,Octavia Combi 1.8 TSI Ambition 4x4 DSG (III),132,Skoda,29890,21700,19350,17300,,,,
6256,Octavia Combi 1.6 TDI Active (III),66,Skoda,20290,,,,9175,8575,7925,
6257,Octavia Combi 1.6 TDI Green tec Active (III),66,Skoda,21050,,11200,10000,9400,,,
6258,Octavia Combi 1.6 TDI Active (III),66,Skoda,22210,12700,11350,10100,,,,
6259,Octavia Combi 1.6 TDI Green tec Active (III),77,Skoda,21290,,,,9450,8725,7800,
6260,Octavia Combi 1.6 TDI Green tec Ambition 4x4 (III),77,Skoda,25550,,,,11250,10400,9325,
6261,Octavia Scout 1.6 TDI Green tec 4x4 (III),81,Skoda,28590,,,15550,,,,
6262,Octavia Combi 1.6 TDI Green tec Active (III),81,Skoda,22090,,12200,11100,10250,,,
6263,Octavia Combi 1.6 TDI Green tec Solution 4x4 (III),81,Skoda,26020,,14650,13350,12350,,,
6264,Octavia Combi 1.6 TDI GreenLine  (III),81,Skoda,24650,,,,11550,10750,,
6265,Octavia Combi 1.6 TDI Active (III),85,Skoda,23560,14250,12750,11350,,,,
6266,Octavia Scout 2.0 TDI Green tec 4x4 (III),110,Skoda,30550,,,17050,15700,13800,,
6267,Octavia Scout 2.0 TDI 4x4 (III),110,Skoda,31710,22050,19650,17550,,,,
6268,Octavia Combi 2.0 TDI Green tec Solution (III),110,Skoda,26180,,14800,13750,12300,,,
6269,Octavia Combi 2.0 TDI Green tec Solution 4x4 (III),110,Skoda,27980,,15750,14650,13100,,,
6270,Octavia Combi 2.0 TDI Ambition (III),110,Skoda,27550,17450,15600,13900,,,,
6271,Octavia Combi 2.0 TDI Ambition 4x4 (III),110,Skoda,29350,18350,16400,14650,,,,
6272,Octavia Scout 2.0 TDI Green tec 4x4 DSG (III),135,Skoda,32950,,,19150,18150,16700,,
6273,Octavia Scout 2.0 TDI 4x4 DSG (III),135,Skoda,34110,24700,21400,19100,,,,
6274,Octavia Combi 2.0 TDI Green tec L&K 4x4 DSG (III),135,Skoda,36350,,23250,20150,19050,,,
6275,Octavia Combi 2.0 TDI L&K 4x4 DSG (III),135,Skoda,37460,25900,22450,20050,,,,
6276,Octavia Combi 1.4 TSI G-TEC Active  (III),81,Skoda,22650,,14350,12800,11650,10850,,
6277,Octavia RS 220  (III) RS,162,Skoda,30690,,21400,19100,17700,16850,15350,
6278,Octavia RS 230  (III) RS,169,Skoda,33490,,21400,19100,18050,,,
6279,Octavia RS 230  (III) RS,169,Skoda,31990,24000,22050,19700,,,,
6280,Octavia RS 245  (III) RS,180,Skoda,34410,26050,23250,,,,,
6281,Octavia RS TDI  (III) RS,135,Skoda,30630,,,,16200,14400,13150,
6282,Octavia RS TDI 4x4 DSG (III) RS,135,Skoda,35090,,22200,20450,18800,,,
6283,Octavia RS TDI  (III) RS,135,Skoda,32290,22100,19750,17600,,,,
6284,Octavia RS TDI 4x4 DSG (III) RS,135,Skoda,35890,24400,21750,19450,,,,
6285,Octavia Combi RS 220  (III) RS,162,Skoda,31350,,22750,20350,19250,18300,16850,
6286,Octavia Combi RS 230  (III) RS,169,Skoda,34150,,22750,21150,20400,,,
6287,Octavia Combi RS 245  (III) RS,180,Skoda,35110,27300,24350,,,,,
6288,Octavia Combi RS TDI  (III) RS,135,Skoda,31290,,,,17050,15450,14050,
6289,Octavia Combi RS TDI 4x4 DSG (III) RS,135,Skoda,35750,,23900,20750,19400,,,
6290,Octavia Combi RS TDI  (III) RS,135,Skoda,32990,23950,20750,18500,,,,
6291,Octavia Combi RS TDI 4x4 DSG (III) RS,135,Skoda,36590,26300,22750,20350,,,,
6292,Rapid Spaceback 1.2 TSI Active (NH),63,Skoda,15170,,,,7775,7025,6575,
6293,Rapid Spaceback 1.2 TSI Green tec Active (NH),63,Skoda,15570,,,,7950,7200,6750,
6294,Rapid Spaceback 1.2 TSI Green tec Active (NH),66,Skoda,15590,,9200,8225,7975,,,
6295,Rapid Spaceback 1.0 TSI Active (NH),70,Skoda,16450,10600,9650,,,,,
6296,Rapid Spaceback 1.2 TSI Active (NH),77,Skoda,16270,,,,8450,7700,6975,
6297,Rapid Spaceback 1.2 TSI Green tec Active (NH),77,Skoda,16670,,,,8675,7900,7150,
6298,Rapid Spaceback 1.2 TSI Green tec Active (NH),81,Skoda,16730,,10150,9550,8700,,,
6299,Rapid Spaceback 1.0 TSI Active (NH),81,Skoda,17590,11700,10650,,,,,
6300,Rapid Spaceback 1.4 TSI Ambition DSG (NH),90,Skoda,20930,,,,10500,9600,8700,
6301,Rapid Spaceback 1.4 TSI Green tec Ambition DSG,90,Skoda,21330,,,,10700,9775,8875,
6302,Rapid Spaceback 1.4 TSI Green tec Ambition DSG,92,Skoda,21290,,13450,12050,10950,,,
6303,Rapid Spaceback 1.4 TSI Ambition DSG (NH),92,Skoda,21690,15500,13850,,,,,
6304,Rapid Spaceback 1.4 TDI Green tec Active (NH),66,Skoda,17990,,9300,8475,7900,,,
6305,Rapid Spaceback 1.6 TDI Active (NH),66,Skoda,17570,,,,7800,7100,6375,
6306,Rapid Spaceback 1.6 TDI Green tec Active (NH),66,Skoda,17970,,,,7975,7250,6525,
6307,Rapid Spaceback 1.6 TDI GreenLine  (NH),66,Skoda,20630,,,,9175,8325,7500,
6308,Rapid Spaceback 1.4 TDI Active (NH),66,Skoda,18290,10800,9650,,,,,
6309,Rapid Spaceback 1.6 TDI Active (NH),77,Skoda,18570,,,,8400,7425,6700,
6310,Rapid Spaceback 1.6 TDI Green tec Active (NH),77,Skoda,18970,,,,8600,7575,6850,
6311,Rapid Spaceback 1.6 TDI Green tec Active (NH),85,Skoda,19390,,10850,10200,9250,,,
6312,Rapid Spaceback 1.6 TDI Active (NH),85,Skoda,19690,13100,11700,,,,,
6313,Rapid 1.2 Active (NH),55,Skoda,14170,,,,6475,5925,5525,4900
6314,Rapid 1.2 TSI Active (NH),63,Skoda,15270,,,,7475,6850,6375,5850
6315,Rapid 1.2 TSI Green tec Active (NH),63,Skoda,19670,,,,9625,8825,8250,7550
6316,Rapid 1.2 TSI Green tec Active (NH),66,Skoda,15690,,8875,7925,7375,,,
6317,Rapid 1.0 TSI Active (NH),70,Skoda,16550,10300,9375,,,,,
6318,Rapid 1.2 TSI Active (NH),77,Skoda,16370,,,,8075,7100,6575,6225
6319,Rapid 1.2 TSI Green tec Active (NH),77,Skoda,16770,,,,8275,7275,6750,6375
6320,Rapid 1.2 TSI Green tec Active (NH),81,Skoda,16830,,10000,8925,8125,,,
6321,Rapid 1.0 TSI Active (NH),81,Skoda,17690,11300,10300,,,,,
6322,Rapid 1.4 TSI Ambition DSG (NH),90,Skoda,21030,,,,10550,9650,8950,8175
6323,Rapid 1.4 TSI Green tec Ambition DSG (NH),90,Skoda,21430,,,,10750,9850,9125,8350
6324,Rapid 1.4 TSI Green tec Ambition DSG (NH),92,Skoda,21390,,13050,11650,10600,,,
6325,Rapid 1.4 TSI Ambition DSG (NH),92,Skoda,21790,14850,13250,,,,,
6326,Rapid 1.4 TDI Green tec Active (NH),66,Skoda,18090,,8875,7925,7375,,,
6327,Rapid 1.6 TDI Active (NH),66,Skoda,17670,,,,7250,6750,6075,
6328,Rapid 1.6 TDI Green tec Active (NH),66,Skoda,18070,,,,7425,6900,6225,
6329,Rapid 1.6 TDI GreenLine  (NH),66,Skoda,20730,,,,8500,7900,7150,
6330,Rapid 1.4 TDI Active (NH),66,Skoda,18390,10250,9125,,,,,
6331,Rapid 1.6 TDI Active (NH),77,Skoda,18670,,,,7875,7275,6500,5700
6332,Rapid 1.6 TDI Green tec Active (NH),77,Skoda,19070,,,,8050,7450,6650,5825
6333,Rapid 1.6 TDI Green tec Active (NH),85,Skoda,19490,,10500,9650,8925,,,
6334,Rapid 1.6 TDI Active (NH),85,Skoda,19790,12300,10950,,,,,
6335,Roomster Scout 1.2 TSI  (5J),63,Skoda,18190,,,,9450,8425,7525,6600
6336,Roomster 1.2 TSI Green tec Active (5J),63,Skoda,15390,,,,7950,7100,6350,5550
6337,Roomster Scout 1.2 TSI  (5J),77,Skoda,19190,,,,10050,9000,7900,6925
6338,Roomster 1.2 TSI Green tec Ambition (5J),77,Skoda,18190,,,,9375,8375,7475,6550
6339,Roomster 1.2 TDI GreenLine  (5J),55,Skoda,18430,,,,7900,7050,6250,5400
6340,Roomster Scout 1.6 TDI  (5J),66,Skoda,19990,,,,8750,7800,6900,5950
6341,Roomster Scout 1.6 TDI  (5J),77,Skoda,20590,,,,8975,8025,7100,6125
6342,Superb 1.4 TSI Green tec Active (II),92,Skoda,24030,,,,,,8625,7600
6343,Superb 1.4 TSI Green tec Active (II),92,Skoda,24290,,,,11450,10200,8850,
6344,Superb 1.8 TSI Active (II),118,Skoda,26390,,,,12600,11250,9950,
6345,Superb 1.8 TSI Active 4x4 (II),118,Skoda,28190,,,,13250,11850,10450,
6346,Superb 2.0 TSI Active DSG (II),147,Skoda,30390,,,,14550,13000,11500,
6347,Superb 3.6 V6 Ambition 4x4 DSG (II),191,Skoda,35390,,,,16400,14650,12950,
6348,Superb 1.6 TDI GreenLine  (II),77,Skoda,27130,,,,,,8600,7450
6349,Superb 1.6 TDI Green tec Active (II),77,Skoda,25490,,,,10550,9325,8175,
6350,Superb 1.6 TDI GreenLine  (II),77,Skoda,27790,,,,11750,10350,9100,
6351,Superb 2.0 TDI Green tec Active (II),103,Skoda,27030,,,,,,8725,7550
6352,Superb 2.0 TDI Green tec Active (II),103,Skoda,27290,,,,11500,10150,8925,
6353,Superb 2.0 TDI Green tec Active 4x4 (II),103,Skoda,29090,,,,12300,10850,9500,
6354,Superb 2.0 TDI Green tec Active (II),125,Skoda,28590,,,,11350,10000,8775,
6355,Superb 2.0 TDI Green tec Active 4x4 DSG (II),125,Skoda,32590,,,,12950,11450,10000,
6356,Superb Combi 1.4 TSI Green tec Active (II),92,Skoda,25030,,,,,,9025,8300
6357,Superb Combi 1.4 TSI Green tec Active (II),92,Skoda,25290,,,,12350,11000,9750,
6358,Superb Combi 1.8 TSI Active (II),118,Skoda,27390,,,,13500,12050,10650,
6359,Superb Combi 1.8 TSI Active 4x4 (II),118,Skoda,29190,,,,14200,12650,11100,
6360,Superb Combi 2.0 TSI Active DSG (II),147,Skoda,31390,,,,16600,14800,12600,
6361,Superb Combi 3.6 FSI V6 Ambition DSG 4x4 (II),191,Skoda,36030,,,,,,14650,12700
6362,Superb Combi 3.6 V6 Ambition 4x4 DSG (II),191,Skoda,36590,,,,18200,16250,14400,
6363,Superb Combi 1.6 TDI GreenLine  (II),77,Skoda,28330,,,,,,9725,8425
6364,Superb Combi 1.6 TDI Green tec Active (II),77,Skoda,26490,,,,11250,10350,9075,
6365,Superb Combi 1.6 TDI GreenLine  (II),77,Skoda,28990,,,,12550,11550,10100,
6366,Superb Combi 2.0 TDI Green tec Active (II),103,Skoda,28030,,,,,,9425,8150
6367,Superb Combi 2.0 TDI Green tec Active (II),103,Skoda,28290,,,,12200,10750,9450,
6368,Superb Combi 2.0 TDI Green tec Active 4x4 (II),103,Skoda,30090,,,,12950,11450,10050,
6369,Superb Combi 2.0 TDI Green tec Active (II),125,Skoda,29590,,,,11950,10550,9350,
6370,Superb Combi 2.0 TDI Green tec Active 4x4 DSG (II),125,Skoda,33590,,,,13600,12000,10650,
6371,Superb 1.4 TSI Active (III),92,Skoda,26350,17650,15750,14100,12550,,,
6372,Superb 1.4 TSI ACT Active (III),110,Skoda,27550,18250,16300,14550,14050,,,
6373,Superb 1.4 TSI ACT Active 4x4 (III),110,Skoda,29550,19650,17550,15650,14250,,,
6374,Superb 1.8 TSI Ambition (III),132,Skoda,31850,22850,20650,17900,15950,,,
6375,Superb 2.0 TSI Ambition DSG (III),162,Skoda,36150,25850,23550,20400,18200,,,
6376,Superb 2.0 TSI Ambition 4x4 DSG (III),206,Skoda,38290,,,23400,20900,,,
6377,Superb 1.6 TDI Active (III),88,Skoda,28450,17950,16050,14150,12800,,,
6378,Superb 1.6 TDI SCR GreenLine  (III),88,Skoda,31950,20100,17950,15850,,,,
6379,Superb 2.0 TDI Active (III),110,Skoda,30450,20100,17250,15400,13750,,,
6380,Superb 2.0 TDI SCR Active 4x4 (III),110,Skoda,32150,21950,19600,17000,14850,,,
6381,Superb 2.0 TDI SCR Ambition (III),140,Skoda,36950,22650,19100,18100,15850,,,
6382,Superb 2.0 TDI SCR Ambition 4x4 DSG (III),140,Skoda,38950,25800,22350,19950,17800,,,
6383,Superb Combi 1.4 TSI Active (III),92,Skoda,27350,19550,17450,15000,13400,,,
6384,Superb Combi 1.4 TSI ACT Active (III),110,Skoda,28550,18900,17200,16000,15000,,,
6385,Superb Combi 1.4 TSI ACT Active 4x4 (III),110,Skoda,30550,20900,18650,16650,15200,,,
6386,Superb Combi 1.8 TSI Ambition (III),132,Skoda,32850,23450,22250,19850,17050,,,
6387,Superb Combi 2.0 TSI Ambition DSG (III),162,Skoda,37150,26950,25750,22350,19200,,,
6388,Superb Combi 2.0 TSI Ambition 4x4 DSG (III),206,Skoda,39290,,,24200,21350,,,
6389,Superb Combi 1.6 TDI Active (III),88,Skoda,29450,18200,16250,14650,13250,,,
6390,Superb Combi 1.6 TDI SCR GreenLine  (III),88,Skoda,32950,20300,18100,16350,,,,
6391,Superb Combi 2.0 TDI Active (III),110,Skoda,31450,19550,16750,15550,15250,,,
6392,Superb Combi 2.0 TDI SCR Active 4x4 (III),110,Skoda,33150,22400,20000,17350,16100,,,
6393,Superb Combi 2.0 TDI SCR Ambition (III),140,Skoda,37950,23600,19800,18800,17150,,,
6394,Superb Combi 2.0 TDI SCR Ambition 4x4 DSG (III),140,Skoda,39950,26150,23350,20650,18800,,,
6395,Yeti Outdoor 1.2 TSI Active (5L),77,Skoda,19430,,,,10250,9000,8025,
6396,Yeti 1.2 TSI Active (5L),77,Skoda,19230,,,,10150,8900,7950,
6397,Yeti Outdoor 1.2 TSI Green tec Active (5L),81,Skoda,20190,,13500,12050,10650,,,
6398,Yeti 1.2 TSI Green tec Active (5L),81,Skoda,19990,,13400,11950,10550,,,
6399,Yeti 1.4 TSI Active (5L),90,Skoda,20450,,,,,9000,8025,7225
6400,Yeti 1.4 TSI Green tec Active (5L),90,Skoda,20850,,,,,9225,8250,7375
6401,Yeti Outdoor 1.4 TSI Active DSG  (5L),90,Skoda,22330,,,,11850,10400,9275,
6402,Yeti Outdoor 1.4 TSI Green tec Active (5L),90,Skoda,21630,,,,11500,10050,9000,
6403,Yeti 1.4 TSI Active DSG  (5L),90,Skoda,22130,,,,11750,10350,9225,
6404,Yeti 1.4 TSI Green tec Active (5L),90,Skoda,21430,,,,11400,10000,8925,
6405,Yeti Outdoor 1.4 TSI Green tec Active (5L),92,Skoda,21190,,14600,12700,11650,,,
6406,Yeti 1.4 TSI Green tec Active (5L),92,Skoda,20990,,14500,12550,11550,,,
6407,Yeti Outdoor 1.4 TSI Green tec Active 4x4 (5L),110,Skoda,24190,,15900,14750,13150,,,
6408,Yeti 1.4 TSI Green tec Active 4x4 (5L),110,Skoda,23990,,15750,14600,13050,,,
6409,Yeti 1.8 TSI Active 4x4 DSG (5L),112,Skoda,25250,,,,,,9825,9175
6410,Yeti Outdoor 1.8 TSI Active 4x4 DSG (5L),112,Skoda,25230,,,,12900,11650,10400,
6411,Yeti 1.8 TSI Active 4x4 DSG (5L),112,Skoda,25030,,,,12850,11600,10350,
6412,Yeti 1.8 TSI Active 4x4 (5L),118,Skoda,23950,,,,,9925,8875,8050
6413,Yeti Outdoor 1.8 TSI Active 4x4 (5L),118,Skoda,24030,,,,12000,10500,9375,
6414,Yeti 1.6 TDI GreenLine  (5L),77,Skoda,25250,,,,,,9175,8150
6415,Yeti Outdoor 1.6 TDI Green tec Active DSG  (5L),77,Skoda,25530,,,,11800,10400,9925,
6416,Yeti 1.6 TDI Green tec Active DSG  (5L),77,Skoda,25330,,,,11700,10300,9850,
6417,Yeti 1.6 TDI GreenLine  (5L),77,Skoda,25230,,,,11650,10250,9800,
6418,Yeti Outdoor 2.0 TDI Active (5L),81,Skoda,22330,,,,10600,8925,7900,
6419,Yeti Outdoor 2.0 TDI Active 4x4 (5L),81,Skoda,24130,,,,11350,9650,8550,
6420,Yeti Outdoor 2.0 TDI Green tec Active (5L),81,Skoda,24690,,14850,13250,11850,,,
6421,Yeti Outdoor 2.0 TDI Green tec Active 4x4 (5L),81,Skoda,24890,,15000,13400,11950,,,
6422,Yeti 2.0 TDI Active (5L),81,Skoda,22130,,,,10600,8875,7850,
6423,Yeti 2.0 TDI Active 4x4 (5L),81,Skoda,23930,,,,11350,9600,8500,
6424,Yeti 2.0 TDI Green tec Active (5L),81,Skoda,22890,,13800,12300,11000,,,
6425,Yeti 2.0 TDI Ambition 4x4 (5L),103,Skoda,28250,,,,,11050,9800,8525
6426,Yeti 2.0 TDI Green tec Ambition (5L),103,Skoda,26850,,,,,10600,9375,8150
6427,Yeti Outdoor 2.0 TDI Ambition 4x4 (5L),103,Skoda,28430,,,,13100,11900,10500,
6428,Yeti Outdoor 2.0 TDI Green tec Ambition (5L),103,Skoda,27030,,,,12400,11300,9975,
6429,Yeti 2.0 TDI Ambition 4x4 (5L),103,Skoda,28230,,,,13100,11800,10450,
6430,Yeti Outdoor 2.0 TDI Green tec Ambition (5L),110,Skoda,28090,,16550,14800,13200,,,
6431,Yeti Outdoor 2.0 TDI Green tec Ambition 4x4 (5L),110,Skoda,29490,,17400,15500,13850,,,
6432,Yeti 2.0 TDI Green tec Ambition (5L),110,Skoda,27890,,16450,14650,13100,,,
6433,Yeti 2.0 TDI Green tec Ambition 4x4 (5L),110,Skoda,29290,,17250,15400,13750,,,
6434,Yeti 2.0 TDI Ambition 4x4 (5L),125,Skoda,29550,,,,,11600,10800,10050
6435,Yeti Outdoor 2.0 TDI Ambition 4x4 (5L),125,Skoda,29730,,,,14200,12500,11600,
6436,Yeti 2.0 TDI Ambition 4x4 (5L),125,Skoda,29530,,,,14150,12400,11500,
6437,forfour 1.0,45,smart,11205,,6600,5900,5275,4850,,
6438,forfour 1.0,52,smart,11825,7200,6425,6025,5375,4950,,
6439,forfour 0.9 turbo,66,smart,12720,7900,7050,6425,5925,5450,,
6440,forfour BRABUS twinamic (453) BRABUS,80,smart,21225,14900,13300,11900,,,,
6441,forfour electric drive,60,smart,22600,15100,13450,,,,,
6442,fortwo coupé 1.0  (453),45,smart,10545,,6000,5375,4950,4500,,
6443,fortwo coupé 1.0  (453),52,smart,11165,7075,6325,5825,5250,4650,,
