,model,kw,mark,new,2019,2018,2017,2016,2015,2014,2020
7816,Golf Variant 1.0 eTSI Life DSG (VIII),81.0,VW,30625,,,,,,,23350
7817,Golf Variant 1.0 TSI  (VIII),81.0,VW,25230,,,,,,,18600
7818,Golf Variant 1.5 eTSI Life DSG (VIII),96.0,VW,32495,,,,,,,23250
7819,Golf Variant 1.5 TSI Life (VIII),96.0,VW,34835,,,,,,,26250
7820,Golf Variant 1.5 eTSI Life DSG (VIII),110.0,VW,30685,,,,,,,22650
7821,Golf Variant 2.0 TDI SCR  (VIII),85.0,VW,29820,,,,,,,20750
7822,Golf Variant 2.0 TDI SCR Life (VIII),110.0,VW,34160,,,,,,,22600
7823,Golf Alltrack 2.0 TDI SCR 4MOTION DSG (VIII),147.0,VW,42325,,,,,,,31000
7824,ID.3 Pro (58 kWh)  (E1),107.0,VW,35460,,,,,,,24150
7825,ID.3 Pro Performance (58 kWh)  (E1),150.0,VW,36960,,,,,,,25200
7826,ID.3 Pro S (77 kWh) (4-Sitzer) (E1),150.0,VW,42460,,,,,,,29000
7827,ID.4 Pro Performance (77 kWh)  (E2),150.0,VW,44915,,,,,,,34800
7828,Jetta 1.2 TSI BMT  (IV),77.0,VW,22650,,,12800,11400,9975,8850,
7829,Jetta 1.4 TSI BMT  (IV),92.0,VW,23950,,,13450,12000,10700,9725,
7830,Jetta 1.4 TSI BMT  (IV),110.0,VW,25275,,,14400,12850,11350,10150,
7831,Jetta 2.0 TDI BMT  (IV),81.0,VW,25375,,,12200,10800,9425,8300,
7832,Jetta 2.0 TDI BMT  (IV),110.0,VW,27900,,,13500,11900,10400,9450,
7833,Jetta 1.4 TSI Hybrid DSG  (IV),125.0,VW,35050,,,,15600,13800,12600,
7834,Passat 1.4 TSI BMT Trendline (B8),92.0,VW,26800,,16100,15250,14300,13050,11200,
7835,Passat 1.4 TSI BMT ACT Comfortline (B8),110.0,VW,31550,,19600,17500,15550,14850,13800,
7836,Passat 1.4 TSI BMT ACT Comfortline 4MOTION (B8),110.0,VW,33000,,,,16000,14250,,
7837,Passat 1.5 TSI OPF ACT Comfortline (B8),110.0,VW,32345,21350,19500,,,,,
7838,Passat 1.5 TSI OPF Conceptline (B8),110.0,VW,30257,,,,,,,20650
7839,Passat 1.8 TSI BMT Comfortline DSG  (B8),132.0,VW,35200,,22450,20250,18950,17000,,
7840,Passat 2.0 TSI OPF Business DSG (B8),140.0,VW,38641,23450,,,,,,27850
7841,Passat 2.0 TSI BMT Comfortline DSG (B8),162.0,VW,38475,,23600,21700,20350,17700,,
7842,Passat 2.0 TSI OPF Highline 4MOTION DSG  (B8),200.0,VW,47685,31400,,,,,,
7843,Passat 2.0 TSI OPF Elegance 4MOTION DSG (B8),200.0,VW,50260,35300,,,,,,37200
7844,Passat 2.0 TSI BMT Highline 4MOTION DSG (B8),206.0,VW,46425,,,26500,23200,20750,,
7845,Passat 2.0 TSI OPF Elegance 4MOTION DSG (B8),206.0,VW,51885,,,,,,,38300
7846,Passat 1.6 TDI BMT Trendline (B8),88.0,VW,29775,,17600,15850,14300,12300,10800,
7847,Passat 1.6 TDI SCR BlueMotion Trendline (B8),88.0,VW,30525,,19900,17800,15700,13900,,
7848,Passat 1.6 TDI SCR Trendline DSG  (B8),88.0,VW,32570,17100,,,,,,
7849,Passat 1.6 TDI SCR Conceptline DSG (B8),88.0,VW,32929,,,,,,,24100
7850,Passat 2.0 TDI SCR Conceptline DSG (B8),90.0,VW,33940,,,,,,,24350
7851,Passat 2.0 TDI BMT Trendline (B8),110.0,VW,32320,21050,19000,16450,14500,13100,12000,
7852,Passat 2.0 TDI SCR BMT Trendline 4MOTION (B8),110.0,VW,32875,,,,15950,13350,,
7853,Passat 2.0 TDI SCR Conceptline (B8),110.0,VW,32753,,,,,,,22600
7854,Passat 2.0 TDI SCR BMT Comfortline (B8),140.0,VW,39825,24450,22950,20050,18100,15400,14200,
7855,Passat 2.0 TDI SCR BMT Comfortline 4MOTION DSG,140.0,VW,41950,26250,24600,21500,19150,16800,14750,
7856,Passat 2.0 TDI SCR Business 4MOTION DSG (B8),140.0,VW,44675,26150,,,,,,28150
7857,Passat 2.0 TDI SCR Business DSG (B8),140.0,VW,42311,28600,,,,,,33000
7858,Passat 2.0 TDI SCR Business 4MOTION DSG (B8),147.0,VW,46210,,,,,,,30300
7859,Passat 2.0 TDI SCR Business DSG (B8),147.0,VW,43785,,,,,,,30650
7860,Passat 2.0 TDI SCR BMT Comfortline 4MOTION DSG,176.0,VW,44150,,,,22500,20100,17650,
7861,Passat 2.0 TDI SCR Highline 4MOTION DSG  (B8),176.0,VW,48220,30850,,,,,,
7862,Passat 2.0 TDI SCR Elegance 4MOTION DSG (B8),176.0,VW,51518,33200,,,,,,37200
7863,Passat GTE DSG (B8),160.0,VW,44250,,26100,24250,23150,20100,,
7864,Passat GTE DSG (B8),160.0,VW,44845,29800,,,,,,31450
7865,Passat Variant 1.4 TSI BMT Trendline (B8),92.0,VW,27875,,18150,17050,16300,14700,13000,
7866,Passat Variant 1.4 TSI BMT ACT Comfortline (B8),110.0,VW,32550,,20800,18950,17500,16300,13450,
7867,Passat Variant 1.4 TSI BMT ACT Comfortline,110.0,VW,34025,,,,17000,15700,,
7868,Passat Variant 1.5 TSI OPF ACT Comfortline (B8),110.0,VW,33360,21850,19900,,,,,
7869,Passat Variant 1.5 TSI OPF Conceptline (B8),110.0,VW,31335,,,,,,,22650
7870,Passat Variant 1.8 TSI BMT Comfortline DSG  (B8),132.0,VW,36200,,24250,21650,20100,18350,,
7871,Passat Variant 2.0 TSI OPF Business DSG (B8),140.0,VW,39693,27550,,,,,,30550
7872,Passat Alltrack 2.0 TSI BMT 4MOTION DSG  (B8),162.0,VW,43925,,29350,27800,25300,22200,,
7873,Passat Variant 2.0 TSI BMT Comfortline DSG (B8),162.0,VW,39475,,25400,23350,21900,19000,,
7874,Passat Alltrack 2.0 TSI OPF 4MOTION DSG  (B8),200.0,VW,49025,32650,,,,,,
7875,Passat Alltrack 2.0 TSI OPF 4MOTION DSG  (B8),200.0,VW,49904,34050,,,,,,37750
7876,Passat Variant 2.0 TSI OPF Highline 4MOTION DSG,200.0,VW,48930,32600,,,,,,
7877,Passat Variant 2.0 TSI OPF Elegance 4MOTION DSG,200.0,VW,51713,36650,,,,,,38700
7878,Passat Alltrack 2.0 TSI OPF 4MOTION DSG  (B8),206.0,VW,54875,,,,,,,38750
7879,Passat Variant 2.0 TSI BMT Highline 4MOTION DSG,206.0,VW,47750,,31450,27550,23850,22200,,
7880,Passat Variant 2.0 TSI OPF Elegance 4MOTION DSG,206.0,VW,56815,,,,,,,39750
7881,Passat Variant 1.6 TDI BMT Trendline (B8),88.0,VW,30850,,16500,15200,13400,12400,10850,
7882,Passat Variant 1.6 TDI SCR BlueMotion Trendline (B8),88.0,VW,31600,,16950,16400,14750,13250,,
7883,Passat Variant 1.6 TDI SCR Trendline DSG  (B8),88.0,VW,33665,18400,,,,,,
7884,Passat Variant 1.6 TDI SCR Conceptline DSG (B8),88.0,VW,34005,,,,,,,24000
7885,Passat Variant 2.0 TDI SCR Conceptline DSG (B8),90.0,VW,36675,,,,,,,24800
7886,Passat Alltrack 2.0 TDI SCR BMT 4MOTION (B8),110.0,VW,39725,,,22450,21050,17250,,
7887,Passat Variant 2.0 TDI BMT Trendline (B8),110.0,VW,33415,20700,18100,15700,14150,12300,11700,
7888,Passat Variant 2.0 TDI SCR BMT Trendline 4MOTION,110.0,VW,33950,,,,16400,13850,,
7889,Passat Variant 2.0 TDI SCR Conceptline (B8),110.0,VW,33830,,,,,,,22400
7890,Passat Alltrack 2.0 TDI SCR 4MOTION DSG  (B8),140.0,VW,45775,29950,26450,24600,22550,19850,,
7891,Passat Alltrack 2.0 TDI SCR 4MOTION DSG  (B8),140.0,VW,48257,32650,,,,,,35150
7892,Passat Variant 2.0 TDI SCR BMT Comfortline (B8),140.0,VW,40840,24850,23050,19350,16500,14350,13150,
7893,Passat Variant 2.0 TDI SCR BMT Comfortline,140.0,VW,42965,25250,23700,21150,18650,15750,14100,
7894,Passat Variant 2.0 TDI SCR Business 4MOTION DSG,140.0,VW,45727,29000,,,,,,31850
7895,Passat Variant 2.0 TDI SCR Business DSG (B8),140.0,VW,43364,27000,,,,,,30250
7896,Passat Alltrack 2.0 TDI SCR 4MOTION DSG  (B8),147.0,VW,53055,,,,,,,37300
7897,Passat Variant 2.0 TDI SCR Business 4MOTION DSG,147.0,VW,50275,,,,,,,32850
7898,Passat Variant 2.0 TDI SCR Business DSG (B8),147.0,VW,47690,,,,,,,33000
7899,Passat Alltrack 2.0 TDI SCR 4MOTION DSG  (B8),176.0,VW,49560,31300,,,,,,
7900,Passat Alltrack 2.0 TDI SCR BMT 4MOTION DSG  (B8),176.0,VW,48575,,28800,25450,23550,21350,,
7901,Passat Variant 2.0 TDI SCR BMT Comfortline,176.0,VW,45175,,,,21200,18800,17150,
7902,Passat Variant 2.0 TDI SCR Highline 4MOTION DSG,176.0,VW,49465,32650,,,,,,
7903,Passat Variant 2.0 TDI SCR Elegance 4MOTION DSG,176.0,VW,52970,34800,,,,,,37850
7904,Passat Variant GTE DSG (B8),160.0,VW,45250,,28050,25300,23400,20300,,
7905,Phaeton lang V6 FSI 4MOTION Tiptronic (5-Sitzer),206.0,VW,86300,,,,,21200,18150,
7906,Phaeton V6 FSI 4MOTION Tiptronic (5-Sitzer) (3D),206.0,VW,77400,,,,,19100,16400,
7907,Phaeton lang V8 4MOTION Tiptronic (5-Sitzer) (3D),246.0,VW,98300,,,,,23400,19200,
7908,Phaeton V8 4MOTION Tiptronic (5-Sitzer) (3D),246.0,VW,89400,,,,,21350,17500,
7909,Phaeton lang V6 TDI 4MOTION Tiptronic (5-Sitzer),180.0,VW,81400,,,,,20050,16400,
7910,Phaeton V6 TDI 4MOTION Tiptronic (5-Sitzer) (3D),180.0,VW,72500,,,,,17150,14650,
7911,Polo 1.0 BMT Trendline (V),44.0,VW,13000,,,7575,6775,5750,5325,
7912,Polo 1.0 Trendline (V),44.0,VW,12750,,,7500,6700,5900,5200,
7913,Polo 1.0 BMT Trendline (V),55.0,VW,13825,,,7925,7075,6250,5650,
7914,Polo 1.0 Trendline (V),55.0,VW,13575,,,8150,7275,6400,5750,
7915,Polo 1.2 TSI BMT Comfortline (V),66.0,VW,16400,,,9250,8250,7275,6625,
7916,Polo 1.0 TSI BlueMotion  (V),70.0,VW,16100,,,9475,8450,7600,6900,
7917,Polo 1.0 TSI BMT Highline (V),81.0,VW,18275,,,10950,9800,8625,7825,
7918,Polo 1.2 TSI BMT Highline (V),81.0,VW,18125,,,11300,10100,8625,7800,
7919,Polo BlueGT  (V),110.0,VW,20800,,,14050,12550,11050,9925,
7920,Polo GTI  (V),141.0,VW,22525,,,15300,13650,12050,10900,
7921,Polo 1.4 TDI BlueMotion  (V),55.0,VW,17075,,,,,6800,6050,
7922,Polo 1.4 TDI BMT Trendline (V),55.0,VW,15975,,,8175,7225,6225,5550,
7923,Polo 1.4 TDI Trendline (V),55.0,VW,15725,,,8125,7175,6125,5475,
7924,Polo 1.4 TDI BMT Comfortline (V),66.0,VW,18275,,,9275,8200,7050,6300,
7925,Polo 1.4 TDI BMT Highline (V),77.0,VW,19625,,,10350,9175,7875,7025,
7926,CrossPolo 1.2 TSI BMT  (V),66.0,VW,18900,,,11850,10650,9500,8450,
7927,CrossPolo 1.0 TSI BMT  (V),81.0,VW,20125,,,12450,11200,9975,8950,
7928,CrossPolo 1.2 TSI BMT  (V),81.0,VW,19975,,,12400,11150,9950,8850,
7929,CrossPolo 1.4 TDI BMT  (V),66.0,VW,20825,,,11350,10000,8625,7550,
7930,CrossPolo 1.4 TDI BMT  (V),77.0,VW,21475,,,11700,10350,8900,7800,
7931,Polo 1.0 MPI Trendline (VI),48.0,VW,12975,,9925,8925,,,,
7932,Polo 1.0 MPI Trendline (VI),55.0,VW,13975,,10300,9250,,,,
7933,Polo 1.0 MPI Trendline (VI),59.0,VW,15138,11500,10300,,,,,12450
7934,Polo 1.0 TSI Comfortline (VI),70.0,VW,17200,,12550,11050,,,,
7935,Polo 1.0 TSI OPF Comfortline (VI),70.0,VW,18511,14500,12950,,,,,15650
7936,Polo 1.0 TSI OPF Comfortline (VI),81.0,VW,20550,,,,,,,15900
7937,Polo 1.0 TSI Comfortline (VI),85.0,VW,18425,,13700,12350,,,,
7938,Polo 1.0 TSI OPF Comfortline (VI),85.0,VW,19993,15450,14100,,,,,16050
7939,Polo 1.5 TSI OPF Highline DSG  (VI),110.0,VW,24048,19800,,,,,,21350
7940,Polo GTI DSG (VI),147.0,VW,23950,,17200,15700,,,,
7941,Polo GTI OPF  (VI),147.0,VW,25739,18750,16750,,,,,21050
7942,Polo 1.6 TDI SCR Trendline (VI),59.0,VW,17195,11750,10450,9350,,,,
7943,Polo 1.6 TDI SCR Comfortline (VI),70.0,VW,20295,13450,12100,10800,,,,
7944,Polo 1.0 TGI Comfortline  (VI),66.0,VW,19800,,13900,12500,,,,
7945,Scirocco 1.4 TSI BMT  (III),92.0,VW,24950,,,13900,12450,11250,10300,
7946,Scirocco 2.0 TSI BMT  (III),132.0,VW,27425,,,15200,13550,12150,11250,
7947,Scirocco 2.0 TSI BMT  (III),162.0,VW,29050,,,,,13650,12450,
7948,Scirocco R  (III),206.0,VW,37800,,,21350,19700,17000,15450,
7949,Scirocco 2.0 TDI BMT  (III),110.0,VW,29450,,,14500,12400,10750,9650,
7950,Scirocco 2.0 TDI BMT  (III),135.0,VW,31025,,,15300,13200,11500,10250,
7951,Sharan 1.4 TSI BMT Trendline (II),110.0,VW,31475,,,,,14400,12650,
7952,Sharan 1.4 TSI BMT Trendline (II),110.0,VW,33325,,20250,18450,16900,15050,,
7953,Sharan 1.4 TSI OPF BMT Trendline (II),110.0,VW,35255,21250,20350,,,,,
7954,Sharan 2.0 TSI Comfortline DSG (II),147.0,VW,38275,,,,,16550,15150,
7955,Sharan 2.0 TSI BMT Comfortline DSG (II),162.0,VW,42100,,25700,22950,20350,17600,,
7956,Sharan 2.0 TDI SCR BMT Trendline (II),85.0,VW,32750,,,,,12450,10950,
7957,Sharan 2.0 TDI SCR BMT Trendline (II),85.0,VW,34325,,,16650,15050,12750,,
7958,Sharan 2.0 TDI SCR BMT Trendline (II),103.0,VW,33825,,,,,12500,10850,
7959,Sharan 2.0 TDI SCR BMT Trendline 4MOTION (II),103.0,VW,35925,,,,,13100,11400,
7960,Sharan 2.0 TDI SCR BMT Trendline (II),110.0,VW,36700,,19950,18700,16000,13450,,
7961,Sharan 2.0 TDI SCR BMT Trendline 4MOTION (II),110.0,VW,38750,,21000,18950,15600,13400,,
7962,Sharan 2.0 TDI SCR BMT Comfortline (II),130.0,VW,37825,,,,,14300,12400,
7963,Sharan 2.0 TDI SCR BMT Comfortline 4MOTION DSG,130.0,VW,50265,31900,,,,,,36200
7964,Sharan 2.0 TDI SCR BMT Comfortline DSG (II),130.0,VW,47901,30350,,,,,,34500
7965,Sharan 2.0 TDI SCR BMT Comfortline (II),135.0,VW,43775,,21900,19950,17650,15250,,
7966,Sharan 2.0 TDI SCR BMT Comfortline 4MOTION DSG,135.0,VW,45825,,24850,22600,20200,,,
7967,T-Cross 1.0 TSI OPF  (C1),70.0,VW,18813,14650,,,,,,16300
7968,T-Cross 1.0 TSI OPF  (C1),81.0,VW,22595,,,,,,,17750
7969,T-Cross 1.0 TSI OPF  (C1),85.0,VW,20246,16400,,,,,,17700
7970,T-Cross 1.5 TSI ACT OPF Life DSG  (C1),110.0,VW,25715,19300,,,,,,21400
7971,T-Cross 1.6 TDI SCR  (C1),70.0,VW,21655,15850,,,,,,17650
7972,Tiguan 1.4 TSI BMT Trend & Fun (I),90.0,VW,25175,,,,,12450,10850,
7973,Tiguan 1.4 TSI BMT Trend & Fun (I),92.0,VW,25625,,,,13450,11850,,
7974,Tiguan 1.4 TSI BMT Trend & Fun (I),110.0,VW,26950,,,,14800,13000,,
7975,Tiguan 1.4 TSI BMT Trend & Fun (I),118.0,VW,26900,,,,,12850,11550,
7976,Tiguan 1.4 TSI Trend & Fun 4MOTION (I),118.0,VW,28900,,,,,14000,12000,
7977,Tiguan 2.0 TSI Sport & Style 4MOTION (I),155.0,VW,35175,,,,,18100,15750,
7978,Tiguan 2.0 TDI BMT Trend & Fun (I),81.0,VW,27200,,,,,11300,10400,
7979,Tiguan 2.0 TDI SCR BMT Trend & Fun (I),81.0,VW,27050,,,,12850,11200,,
7980,Tiguan 2.0 TDI BMT Trend & Fun (I),103.0,VW,28875,,,,,12600,10950,
7981,Tiguan 2.0 TDI BMT Trend & Fun 4MOTION (I),103.0,VW,31275,,,,,13650,11850,
7982,Tiguan 2.0 TDI Trend & Fun 4MOTION (I),103.0,VW,30875,,,,,13650,11900,
7983,Tiguan 2.0 TDI SCR BMT Trend & Fun (I),110.0,VW,29525,,,,14950,13050,,
7984,Tiguan 2.0 TDI SCR BMT Trend & Fun 4MOTION (I),110.0,VW,31525,,,,15900,13900,,
7985,Tiguan 2.0 TDI BMT Sport & Style 4MOTION (I),130.0,VW,34600,,,,,14700,13050,
7986,Tiguan 2.0 TDI SCR BMT Sport & Style 4MOTION DSG,135.0,VW,36825,,,,17450,15250,,
7987,Tiguan 1.4 TSI Trendline (II),92.0,VW,26975,,17400,16050,14400,,,
7988,Tiguan 1.5 TSI OPF ACT Trendline (II),96.0,VW,27850,18950,17650,,,,,
7989,Tiguan 1.5 TSI OPF  (II),96.0,VW,30625,,,,,,,22250
7990,Tiguan Allspace 1.4 TSI ACT Trendline (II),110.0,VW,29975,,20500,18500,,,,
7991,Tiguan Allspace 1.5 TSI OPF ACT Trendline (II),110.0,VW,30875,23100,20500,,,,,
7992,Tiguan 1.4 TSI ACT Trendline (II),110.0,VW,28150,,,17350,16100,,,
7993,Tiguan 1.4 TSI ACT Trendline 4MOTION (II),110.0,VW,30600,,20100,18850,17300,,,
7994,Tiguan 1.5 TSI OPF ACT Trendline (II),110.0,VW,29570,20150,18850,,,,,
7995,Tiguan 1.5 TSI OPF  (II),110.0,VW,32525,,,,,,,23650
7996,Tiguan Allspace 2.0 TSI Comfortline 4MOTION DSG (II) 5,132.0,VW,37500,,25900,23350,,,,
7997,Tiguan 2.0 TSI Comfortline 4MOTION (II),132.0,VW,35800,,23050,21750,18900,,,
7998,Tiguan Allspace 2.0 TSI OPF Comfortline 4MOTION,140.0,VW,40224,28700,,,,,,30400
7999,Tiguan 2.0 TSI OPF Comfortline 4MOTION DSG  (II),140.0,VW,38129,26850,,,,,,29850
8000,Tiguan Allspace 2.0 TSI Highline 4MOTION DSG (II),162.0,VW,43150,,30400,26350,,,,
8001,Tiguan 2.0 TSI Highline 4MOTION DSG  (II),162.0,VW,41275,,27600,26100,23750,,,
8002,Tiguan 2.0 TSI OPF Highline 4MOTION DSG  (II),169.0,VW,44241,31050,27800,,,,,34500
8003,Tiguan 2.0 TSI OPF Elegance 4MOTION DSG (II),180.0,VW,47805,,,,,,,34350
8004,Tiguan 1.6 TDI SCR Comfortline (II),85.0,VW,32050,21750,,,,,,24300
8005,Tiguan 2.0 TDI SCR Trendline (II),85.0,VW,29025,,18000,16350,14950,,,
8006,Tiguan 2.0 TDI SCR  (II),90.0,VW,33070,,,,,,,25850
8007,Tiguan Allspace 2.0 TDI SCR Trendline (II),110.0,VW,32850,,21050,18950,,,,
8008,Tiguan Allspace 2.0 TDI SCR Trendline 4MOTION (II),110.0,VW,34875,,22300,20100,,,,
8009,Tiguan 2.0 TDI SCR Trendline (II),110.0,VW,31500,,18450,17000,15550,,,
8010,Tiguan 2.0 TDI SCR Trendline 4MOTION (II),110.0,VW,35575,,20800,18150,16600,,,
8011,Tiguan 2.0 TDI SCR  (II),110.0,VW,35520,,,,,,,23600
8012,Tiguan 2.0 TDI SCR Life 4MOTION DSG (II),110.0,VW,42260,,,,,,,28000
8013,Tiguan Allspace 2.0 TDI SCR Comfortline 4MOTION,140.0,VW,40900,,26450,23800,,,,
8014,Tiguan 2.0 TDI SCR Comfortline 4MOTION DSG  (II),140.0,VW,39275,,25350,22700,20100,,,
8015,Tiguan Allspace 2.0 TDI SCR Comfortline 4MOTION,147.0,VW,45835,,,,,,,34900
8016,Tiguan 2.0 TDI SCR Life 4MOTION DSG (II),147.0,VW,44430,,,,,,,31400
8017,Tiguan Allspace 2.0 TDI SCR Highline 4MOTION DSG,176.0,VW,46600,,31650,28500,,,,
8018,Tiguan 2.0 TDI SCR Highline 4MOTION DSG  (II),176.0,VW,44750,,29750,26850,23800,,,
8019,Tiguan 1.4 eHybrid OPF Life DSG (II),180.0,VW,43510,,,,,,,32300
8020,Tiguan R 4MOTION DSG (II),235.0,VW,61920,,,,,,,44300
8021,Touareg V6 TDI SCR BMT 4MOTION Tiptronic (II),150.0,VW,54700,,27850,23950,21400,19000,16650,
8022,Touareg Terrain Tech V6 TDI SCR BMT 4MOTION,193.0,VW,58400,,28150,24900,22250,19950,17700,
8023,Touareg V8 TDI 4MOTION Tiptronic (II),250.0,VW,76050,,,,,26000,22050,
8024,Touareg V6 TSI Hybrid 4MOTION Tiptronic (II),279.0,VW,78900,,,,,30150,25750,
8025,Touareg 3.0 V6 TFSI OPF 4MOTION Tiptronic (III),250.0,VW,63322,46650,,,,,,52600
8026,Touareg 3.0 V6 TDI SCR 4MOTION Tiptronic (III),170.0,VW,59911,43200,39250,,,,,46550
8027,Touareg 3.0 V6 TDI SCR 4MOTION Tiptronic (III),210.0,VW,63674,47800,42800,,,,,52400
8028,Touareg 3.0 V6 eHybrid Atmosphere 4MOTION,280.0,VW,74250,,,,,,,59900
8029,Touareg R 4MOTION Tiptronic (III),340.0,VW,90995,,,,,,,67200
8030,Touran 1.2 TSI BMT Trendline (I),77.0,VW,23975,,,,,10350,9200,
8031,Touran 1.2 TSI Trendline (I),77.0,VW,23250,,,,,10050,8950,
8032,CrossTouran 1.4 TSI  (I),103.0,VW,31425,,,,,12050,10850,
8033,CrossTouran 1.4 TSI DSG  (I),125.0,VW,34975,,,,,13500,12200,
8034,Touran 1.4 TSI Highline DSG  (I),125.0,VW,34250,,,,,14850,13200,
8035,Touran 1.6 TDI BMT Trendline (I),77.0,VW,26725,,,,,9625,8475,
8036,Touran 1.6 TDI Trendline (I),77.0,VW,26325,,,,,9675,8525,
8037,CrossTouran 2.0 TDI  (I),103.0,VW,33750,,,,,12550,11200,
8038,Touran 2.0 TDI BMT Comfortline (I),103.0,VW,30900,,,,,11050,9725,
8039,Touran 2.0 TDI Comfortline (I),103.0,VW,30500,,,,,10900,9625,
8040,CrossTouran 2.0 TDI DSG (I),130.0,VW,36925,,,,,13600,12000,
8041,Touran 2.0 TDI Highline DSG (I),130.0,VW,36200,,,,,13300,11700,
8042,Touran 1.2 TSI BMT Trendline (II),81.0,VW,24300,,16350,14600,12950,11300,,
8043,Touran 1.0 TSI OPF Trendline (II),85.0,VW,25260,17100,,,,,,
8044,Touran 1.4 TSI BMT Comfortline (II),110.0,VW,29300,,17700,16600,14700,12850,,
8045,Touran 1.5 TSI OPF ACT Comfortline (II),110.0,VW,31037,21400,18950,,,,,22900
8046,Touran 1.8 TSI BMT Highline DSG  (II),132.0,VW,35525,,24950,22250,19750,,,
8047,Touran 1.6 TDI SCR BMT Trendline (II),81.0,VW,26625,,,,13000,11250,,
8048,Touran 1.6 TDI SCR BMT Trendline (II),85.0,VW,28045,17950,16800,15150,13400,,,
8049,Touran 2.0 TDI SCR Comfortline (II),85.0,VW,31656,20600,,,,,,23200
8050,Touran 2.0 TDI SCR Comfortline (II),90.0,VW,34715,,,,,,,23200
8051,Touran 2.0 TDI SCR BMT Comfortline (II),110.0,VW,32575,,20450,18100,16050,13900,,
8052,Touran 2.0 TDI SCR Comfortline (II),110.0,VW,36228,21650,20700,,,,,24350
8053,Touran 2.0 TDI SCR BMT Highline DSG (II),140.0,VW,38925,,25350,22650,20050,,,
8054,T-Roc Cabriolet 1.0 TSI OPF Style (A1),81.0,VW,28685,,,,,,,23600
8055,T-Roc Cabriolet 1.0 TSI OPF Style (A1),85.0,VW,26851,,,,,,,23600
8056,T-Roc Cabriolet 1.5 TSI OPF ACT Style (A1),110.0,VW,29366,,,,,,,25550
8057,T-Roc 1.0 TSI OPF  (A1),81.0,VW,22615,,,,,,,18200
8058,T-Roc 1.0 TSI  (A1),85.0,VW,20390,,16200,14750,,,,
8059,T-Roc 1.0 TSI OPF  (A1),85.0,VW,21319,17200,16200,,,,,18200
8060,T-Roc 1.5 TSI ACT  (A1),110.0,VW,22875,,18250,16900,,,,
8061,T-Roc 1.5 TSI OPF ACT  (A1),110.0,VW,23700,19350,18250,,,,,
8062,T-Roc 1.5 TSI OPF ACT Style 4MOTION DSG (A1),110.0,VW,30000,23950,,,,,,
8063,T-Roc 2.0 TSI OPF Sport 4MOTION DSG (A1),140.0,VW,32948,25100,,,,,,27850
8064,T-Roc 2.0 TSI Sport 4MOTION DSG (A1),140.0,VW,30800,,24350,22750,,,,
8065,T-Roc R 4MOTION DSG (A1),221.0,VW,44231,33500,,,,,,35350
8066,T-Roc 1.6 TDI SCR  (A1),85.0,VW,24492,17700,16700,,,,,18950
8067,T-Roc 2.0 TDI SCR  (A1),85.0,VW,25925,,,,,,,18950
8068,T-Roc 2.0 TDI SCR Style (A1),110.0,VW,31720,23000,,,,,,24850
8069,T-Roc 2.0 TDI SCR Style 4MOTION (A1),110.0,VW,29875,,21450,19900,,,,
8070,T-Roc 2.0 TDI SCR Sport 4MOTION DSG (A1),140.0,VW,36023,26850,,,,,,28750
8071,up! 1.0 BMT take up! (AA),44.0,VW,10375,,,,,4725,4250,
8072,up! 1.0 take up! (AA),44.0,VW,9975,,,,,4550,4100,
8073,up! 1.0 BMT take up! (AA),44.0,VW,10425,,6550,5850,5150,,,
8074,up! 1.0 take up! (AA),44.0,VW,9975,,6125,5475,4950,,,
8075,up! 1.0  (AA),48.0,VW,14130,,,,,,,10850
8076,up! 1.0 BMT move up! (AA),55.0,VW,11900,,7375,6600,6050,,,
8077,up! 1.0 move up! (AA),55.0,VW,12265,8475,7525,,,,,
8078,up! 1.0 TSI BMT move up! (AA),66.0,VW,12550,,8275,7325,6625,,,
8079,up! 1.0 TSI OPF move up! (AA),66.0,VW,12995,8975,8425,,,,,
8080,up! GTI  (AA),85.0,VW,17500,12400,11600,10350,,,,
8081,up! 1.0 EcoFuel BMT take up!  (AA),50.0,VW,12950,,,,,5875,5300,
8082,eco up! 1.0 EcoFuel BMT take up!  (AA),50.0,VW,13050,,8175,7300,6425,,,
8083,eco up! 1.0 take up! (AA),50.0,VW,13405,9425,8375,,,,,10600
8084,cross up! 1.0  (AA),55.0,VW,13950,,,,,6450,5750,
8085,cross up! 1.0  (AA),55.0,VW,14920,9775,9400,,,,,
8086,cross up! 1.0 BMT  (AA),55.0,VW,14500,,9325,8325,7325,,,
8087,cross up! 1.0 TSI  (AA),66.0,VW,15650,10400,9975,,,,,
8088,cross up! 1.0 TSI BMT  (AA),66.0,VW,15150,,9850,8800,7800,,,
8089,e-up!  (AA),60.0,VW,26900,,,,9650,8800,7850,
8090,e-up!  (AA),60.0,VW,22975,13300,12000,10500,9775,,,
8091,e-up!  (AA),61.0,VW,21975,13550,,,,,,15200
8092,Amarok SingleCab 2.0 TDI  (2H),103.0,VW,25912,,,,14700,13350,12000,
8093,Amarok SingleCab 2.0 TDI 4MOTION (zuschaltbar),103.0,VW,31505,,,,18150,16500,14850,
8094,Amarok SingleCab 2.0 BiTDI  (2H),132.0,VW,28126,,,,14500,13200,11850,
8095,Amarok SingleCab 2.0 BiTDI 4MOTION,132.0,VW,30149,,,,15950,14800,13550,
